bb_idx,MT_andy90,WT_andy90
0,6.48740301148197,
1,8.69135802469136,
2,5.24910899357282,
3,8.91139240506329,
4,8.34801463612956,
5,7.51219512195122,
6,4.91016627608526,
7,82.3309275594761,
8,21.1366491759663,
9,11.0,
10,9.75975975975976,
11,16.1490683229814,
12,3.27597379220966,
13,2.8,
14,1.95698924731183,
15,3.91397849462366,
16,16.0320641282565,
17,2.44897959183673,
18,2.24349386778343,
19,3.78943379543373,
20,3.26646160546588,
21,1.71428571428571,
22,3.62450163102573,
23,3.31491712707182,
24,151.199165797706,
25,33.0164513007343,
26,34.1558212119428,
27,4055.94405594406,
28,125.856496444732,
29,80.8185629488191,
30,137.684746481861,
31,237.93229866797,
32,22.7235943417603,
33,91.1451571020514,
34,16.3573450770683,
35,42.7072243346008,
36,131.101250504236,
37,133.662348344643,
38,40.7064128256513,
39,38.0539781043264,
40,14.6795412900702,
41,10.1857142857143,
42,14.375,
43,10.562962962963,
44,16.4441228704861,
45,9.21047783959032,
46,7.00515579466487,
47,83.5840855901036,
48,914.0625,
49,142.422398052343,
50,938.502673796791,
51,1166.11295681063,
52,46.2815654739522,
53,60.093896713615,
54,29.9782657573259,
55,53.3333333333333,
56,150.724637681159,
57,24.0,
58,29.4211945759387,
59,24.0,
60,5710.52631578947,
61,52.2702637600867,
62,270.404984423676,
63,217.543859649123,
64,28.7399964951224,
65,22.3636363636364,
66,15.1384615384615,
67,39.36,
68,42.1923892197436,
69,28.8434998619928,
70,12.5740757452697,
71,26.9764440141981,
72,13.9591051435823,
73,9.09333333333333,
74,11.52669562425,
75,11.0593996789207,
76,5.58241357292712,
77,5.82857142857143,
78,4.50390780235793,
79,20.4231462323967,
80,19.1746561067111,
81,20.24,
82,38.1234617509669,
83,22.4888888888889,
84,48.9362602038658,
85,400.415296764146,
86,27.4541442232399,
87,49.2340425531915,
88,473.378277153558,
89,850.460246541422,
90,182.295452709797,
91,883.267177279589,
92,3076.11064543169,
93,1256.17854453344,
94,1646.53625269203,
95,1261.27302722024,
96,1152.23185667533,
97,2849.71628838451,
98,854.736578650982,
99,1540.27602381382,
100,1046.40599688721,
101,686.333333333333,
102,448.449538536931,
103,708.47311827957,
104,464.525547445255,
105,489.538461538462,
106,374.352941176471,
107,353.555555555556,
108,189.44,
109,277.229268292683,
110,299.355273692638,
111,409.842213055644,
112,7.67918088737201,
113,1.52027027027027,
114,1.12883804936785,
115,6.34696755994358,
116,4.21052631578947,
117,6.8912988284792,
118,12.8918442122405,
119,7.14608093876937,
120,9.08574673480977,
121,4.62222222222222,
122,5.3447079682401,
123,7.14997765631982,
124,4.25253516519464,
125,5.14291365839185,
126,5.23735983347882,
127,7.47556066705003,
128,22.9836462517055,
129,36.5190839694656,
130,69.405756731662,
131,48.6356797202228,
132,101.645564035823,
133,46.08,
134,114.234716644355,
135,64.0,
136,1776.95625385089,
137,1639.80099502488,
138,5838.05668016194,
139,45596.837944664,
140,312.175182481752,
141,497.302325581395,
142,306.774165781999,
143,1842.81282316443,
144,775.354990088596,
145,688.013784686075,
146,536.577171813321,
147,471.291218924435,
148,710.494079216007,
149,62.5494284276368,
150,70.3541969917516,
151,43.2,
152,80.0299401197605,
153,34.4903225806452,
154,34.88,
155,35.9058823529412,
156,32.1263157894737,
157,7007.72200772201,
158,408.645727794664,
159,203.224722875378,
160,357.74458047849,
161,1282.46426414335,
162,5759.49367088608,
163,356.037151702786,
164,852.443826731527,
165,25379.3103448276,
166,34.56,
167,61.132652194832,
168,115.55745773593,
169,26.6666666666667,
170,141.509433962264,
171,30.4841168073936,
172,45.3718306441829,
173,492.105263157895,
174,75.8979909355341,
175,5.91111111111111,
176,25.0125376128385,
177,31.2133302041774,
178,8.25263157894737,
179,26.0499734183945,
180,12.1317157712305,
181,31.5991423089945,
182,70.4225352112676,
183,15.4978690430066,
184,6.53701585226344,
185,10.6330459879239,
186,4.59016393442623,
187,107.572242143008,
188,8.99994705913495,
189,20.055841755476,
190,148.024112525117,
191,12.5095519769054,
192,9.27266242893406,
193,508.381638727871,
194,1846.37268847795,
195,1888.82421420256,
196,123.524676074309,
197,81.32,
198,85.6,
199,181.713584413592,
200,1955.15818431912,
201,186.325144849645,
202,953.952417498081,
203,382.07526456769,
204,416.455272100704,
205,242.504996668887,
206,115.266666666667,
207,185.804094352802,
208,194.399717236775,
209,317.409426098108,
210,12102.6894865526,
211,208.502538071066,
212,73.0222222222222,
213,68.4583333333333,
214,72.8251121076233,
215,76.4235294117647,
216,118.190749972708,
217,25.1086956521739,
218,79.4087315228601,
219,66.6743635628933,
220,4.91452991452991,
221,5.47619047619048,
222,4.94623655913978,
223,381.711409395973,
224,29.7657987701164,
225,34.4906003638569,
226,49.3147944383315,25.0434782608696
227,59.8006644518272,46.9277422541782
228,88.6986967516047,67.1910201177819
229,52.1512385919166,57.7346489439778
230,29.5272162158541,25.7263157894737
231,83.3883872862071,30.3462877123198
232,1422.2086638194,71.7959943088541
233,100.228032030546,17.2678216415791
234,23.4830694644345,23.4830694644345
235,49.3312869984653,49.3312869984653
236,323.959505061867,323.959505061867
237,187.932739861523,187.932739861523
238,6.40113798008535,6.40113798008535
239,4.73222004823224,4.73222004823224
240,7.85874668299653,7.85874668299653
241,11.5152622920855,11.5152622920855
242,839.712918660287,839.712918660287
243,3162.58741258741,
244,2857.25567620928,
245,1494.26948890036,
246,229714.285714286,
247,5809.71497390606,
248,3656.39211723092,
249,977.067507524724,
250,695.363900647728,
251,487.415987415987,
252,618.153790351832,
253,557.51380085872,
254,937.366792712272,
255,2074.07407407407,
256,1338.79781420765,
257,15412.8440366972,
258,2433.77483443709,
259,40136.5187713311,
260,60000.0,
261,4925.71192736277,
262,1369.47791164659,
263,135625.0,
264,4837.85974868261,
265,28552.6315789474,
266,45727.969348659,
267,221.591351015011,
268,140.303358613218,
269,137.250493793458,
270,135.828367103695,
271,151.946666666667,
272,131.492307692308,
273,40.6538343035984,
274,58.9064592683099,
275,351.514301738643,
276,85.9385712326889,
277,55.7111111111111,
278,61.1463414634146,
279,15.4838709677419,
280,8.45934228613725,
281,26.9194100162638,
282,16.4733337909259,
283,40.6641816333446,
284,51.524259338772,
285,4.8769867189201,
286,7.47164776517678,
287,6.95263517288472,
288,7.51375285120086,
289,2.13333333333333,
290,2.83544303797468,
