bb_idx,MT_BigMHC_IM,WT_BigMHC_IM
613,9.428393e-05,
614,0.0009958405,
615,0.0010875568,
616,0.00054006604,
617,0.047560774,
618,0.001928522,
619,9.4266354e-05,
620,0.0028323017,
621,0.0028960444,
622,6.816275e-05,
623,0.019953208,
624,0.00531188,
625,0.00020096278,
626,0.033147026,
627,0.13017981,
628,0.00030113244,
629,0.03676895,
630,0.010920617,
631,8.620239e-05,
632,0.014255741,
633,0.011723018,
634,0.0008526529,
635,0.056134947,
636,0.06178721,
637,9.436503e-05,
638,0.0020029086,
639,0.05054644,
640,6.51806e-05,
641,0.0047556097,
642,0.04131667,
643,4.9214443e-05,
644,0.0025589694,
645,0.00256597,
646,0.0004077232,
647,0.0016957608,
648,0.00044359546,
649,0.00011677012,
650,0.00084601686,
651,0.00062087225,
652,6.944516e-05,
653,0.003555886,
654,0.0073565096,
655,2.3347695e-05,
656,0.0014998018,
657,0.049312837,
658,0.00075447717,
659,0.0035729224,
660,0.04896411,
661,0.0004852454,
662,0.0019505348,
663,0.014782916,
664,4.0265615e-05,
665,0.004856584,
666,0.012551673,
667,1.8911636e-05,
668,0.008427872,
669,0.0035009473,
670,5.9394224e-05,
671,0.0010981167,
672,0.01089911,
673,0.0004779173,
674,0.0012636309,
675,0.01372117,
676,2.3347695e-05,
677,0.0014998018,
678,0.049312837,
679,0.00075447717,
680,0.0035729224,
681,0.04896411,
682,0.0004852454,
683,0.0019505348,
684,0.014782916,
685,4.0265615e-05,
686,0.004856584,
687,0.012551673,
688,1.8911636e-05,
689,0.008427872,
690,0.0035009473,
691,5.9394224e-05,
692,0.0010981167,
693,0.01089911,
694,0.0004779173,
695,0.0012636309,
696,0.01372117,
697,0.00015039537,
698,0.0011356497,
699,0.0060668983,
700,4.5822475e-05,
701,0.016417583,
702,0.0014304913,
703,6.187053e-06,
704,0.0018757936,
705,0.004569747,
706,0.0025988233,
707,0.0008218642,
708,0.049348373,
709,0.00021650673,
710,0.0036610959,
711,0.014314934,
712,1.7005334e-05,
713,0.007839845,
714,0.011821628,
715,4.7001628e-05,
716,0.002925214,
717,0.020157915,
718,8.719052e-05,
719,0.0013068793,
720,0.02209633,
721,0.0074904496,
722,0.006753652,
723,0.14700457,
724,0.00030394123,
725,0.006336864,
726,0.009078558,
727,0.002715651,
728,0.09084215,
729,6.265139e-05,
730,0.004377441,
731,0.026671499,
732,0.0029530786,
733,0.016794654,
734,9.828055e-05,
735,0.009209795,
736,0.013563869,
737,0.004757416,
738,0.056325816,
739,0.00041667346,
740,0.0074449144,
741,0.011558158,
742,0.0039034504,
743,0.011948037,
744,0.0043389923,
745,0.0023069084,
746,0.0044999355,
747,0.0019751086,
748,0.0076137744,
749,6.921045e-05,
750,0.0017101459,
751,0.021937665,
752,0.00937634,
753,0.3371859,
754,0.00014606486,
755,0.058857437,
756,0.025305886,
757,0.018112864,
758,0.47466436,
759,3.0879968e-05,
760,0.032278292,
761,0.026480567,
762,0.007476156,
763,0.022537947,
764,4.2979133e-05,
765,0.025382692,
766,0.042141408,
767,0.0107996445,
768,0.4318896,
769,7.127131e-05,
770,0.20688842,
771,0.075971365,
772,0.03723073,
773,0.45074797,
774,0.00018325292,
775,0.121847615,
776,0.16628422,
777,0.20667663,
778,0.064675555,
779,0.0010070313,
780,0.055722885,
781,0.019608915,
782,0.008454916,
783,0.047353365,
784,0.0006272186,
785,0.00096527964,
786,0.015995432,
787,0.011721277,
788,0.038310405,
789,9.982967e-05,
790,0.0032020772,
791,0.23618786,
792,0.056319557,
793,0.026882183,
794,0.0006579323,
795,0.016465597,
796,0.30985093,
797,0.0068602115,
798,0.08235461,
799,0.00069986517,
800,0.007775835,
801,0.0059422376,
802,0.0039148736,
803,0.017977599,
804,0.00030542628,
805,0.0016344703,
806,0.004050017,
807,0.0016849717,
808,0.05970331,
809,0.000107944106,
810,0.008136837,
811,0.0016402006,
812,0.00061882625,
813,0.18247616,
814,0.00022208148,
815,0.002314301,
816,0.018128539,
817,0.0021613908,
818,0.1252252,
819,0.0002960676,
820,0.0017767459,
821,0.016067628,
822,0.003568329,
823,0.07703447,
824,0.00014229471,
825,0.004276102,
826,0.016591681,
827,0.008297064,
828,0.023881733,
829,0.0014305388,
830,0.0054427544,
831,0.07032678,
832,0.032734532,
833,0.021942187,
834,0.0011380014,
835,0.056788094,
836,0.01964626,
837,0.007478422,
838,0.03267858,
839,0.0020543688,
840,0.0033170902,
841,0.115067445,
842,0.00044489125,
843,0.023683796,
844,0.14636381,
845,0.14891365,
846,0.0007257249,
847,0.0400541,
848,0.14623366,
849,0.13596435,
850,0.00044709427,
851,0.00404329,
852,0.041134533,
853,0.2902171,
854,0.00021961029,
855,0.0058876355,
856,0.054166634,
857,0.06948506,
858,0.0007407375,
859,0.01201117,
860,0.092327155,
861,0.10855641,
862,0.00640702,
863,0.018427467,
864,0.07528817,
865,0.07584942,
866,0.00016658241,
867,0.009042096,
868,0.031361494,
869,0.16836055,
870,0.00032612082,
871,0.018226275,
872,0.031845633,
873,0.23144664,
874,0.0015626868,
875,0.007257457,
876,0.10850881,
877,0.21220402,
878,0.00020419838,
879,0.009134716,
880,0.17699765,
881,0.30448508,
882,0.0009411056,
883,0.0035942127,
884,0.08730554,
885,0.069763586,
886,0.0020603463,
887,0.011137962,
888,0.079919405,
889,0.21815097,
890,0.002259516,
891,0.014640898,
892,0.15944692,
893,0.09440635,
894,0.0007449607,
895,0.009642459,
896,0.08609986,
897,0.20806277,
898,0.0011577794,
899,0.027140995,
900,0.13710806,
901,0.04778179,
902,0.0009948655,
903,0.0346618,
904,0.254457,
905,0.039378054,
906,0.0022191643,
907,0.008989182,
908,0.017108424,
909,0.081516586,
910,0.00062454306,
911,0.01107473,
912,0.033207424,
913,0.083715566,
914,0.0010558396,
915,0.022329314,
916,0.0743116,
917,0.023604434,
918,9.6620315e-05,
919,0.002125382,
920,0.01144282,
921,0.056749675,
922,0.00032569174,
923,0.0049959784,
924,0.011985413,
925,0.10655849,
926,0.00016572526,
927,0.064396225,
928,0.033133842,
929,0.07038778,
930,0.030558491,
931,0.09813369,
932,0.05136348,
933,0.07793032,
934,0.00018463543,
935,0.003759584,
936,0.044153117,
937,0.06872251,
938,0.00022597119,
939,0.0064769303,
940,0.029077308,
941,0.06471696,
942,0.0004383267,
943,0.0049547185,
944,0.037536707,
945,0.06627221,
946,0.000505145,
947,0.0027111757,
948,0.0312494,
949,0.08276019,
950,0.0005603186,
951,0.005723491,
952,0.039914437,
953,0.18732588,
954,0.00043980652,
955,0.01531093,
956,0.04022876,
957,0.067141905,
958,0.00025657317,
959,0.004627425,
960,0.010336998,
961,0.02802073,
962,0.00073076703,
963,0.0032003003,
964,0.035929658,
965,0.07975625,
966,0.0006665596,
967,0.016523262,
968,0.069893196,
969,0.04341756,
970,0.00020310012,
971,0.0063708574,
972,0.016907226,
973,0.056511067,
974,0.0006955393,
975,0.009291717,
976,0.035992894,
977,0.054591276,
978,0.0002952145,
979,0.014546989,
980,0.018546203,
981,0.07309775,
982,0.00014276778,
983,0.0023611356,
984,0.005167847,
985,0.07819853,
986,0.0014246578,
987,0.00791649,
988,0.01784008,
989,0.090445794,
990,0.0011916829,
991,0.0047612637,
992,0.029609414,
993,0.051164918,
994,0.00066822383,
995,0.013597735,
996,0.025024313,
997,0.0969138,
998,0.00070736546,
999,0.0137301,
1000,0.040719755,
1001,0.09925138,
1002,0.00013733057,
1003,0.002452635,
1004,0.021266717,
1005,0.04247092,
1006,0.00024601276,
1007,0.0026852328,
1008,0.010911449,
1009,0.06255526,
1010,0.00024389032,
1011,0.005013273,
1012,0.017616723,
1013,0.18955393,
1014,0.001517038,
1015,0.08845701,
1016,0.19244817,
1017,0.037020784,
1018,0.003338566,
1019,0.00081811094,
1020,0.03479844,
1021,0.042127315,
1022,0.0089746835,
1023,0.16865861,
1024,0.043308914,
1025,0.0031675561,
1026,0.024823006,
1027,0.013721128,
1028,0.0012423944,
1029,0.15988556,
1030,0.0031882345,
1031,0.0020655275,
1032,0.09640812,
1033,0.0077880337,
1034,0.0012842146,
1035,0.08330742,
1036,0.0106659215,
1037,0.0051073483,
1038,0.069453046,
1039,0.011876203,
1040,0.0022217687,
1041,0.05325323,
1042,0.029536154,
1043,0.0109318355,
1044,0.044793867,
1045,0.061545797,
1046,0.037253596,
1047,0.07243103,
1048,0.004249536,
1049,0.0022522302,
1050,0.10299877,
1051,0.0023223066,
1052,0.00031006525,
1053,0.0646003,
1054,0.9717609,
1055,0.72691596,
1056,0.049671452,
1057,0.028715475,
1058,0.0084518595,
1059,0.02168254,
1060,0.066027045,
1061,0.009807153,
1062,0.065062955,
1063,0.4844473,
1064,0.5141937,
1065,0.06585274,
1066,0.027560757,
1067,0.0033702892,
1068,0.109540485,
1069,0.043284275,
1070,0.009308389,
1071,0.089317255,
1072,0.2460868,
1073,0.022155905,
1074,0.06792867,
1075,0.30353197,
1076,0.06672872,
1077,0.032195825,
1078,0.07877586,
1079,0.004540933,
1080,0.06441732,
1081,0.050356448,
1082,0.004014854,
1083,0.040747616,
1084,0.057999454,
1085,0.0064584618,
1086,0.073028825,
1087,0.23886932,
1088,0.07806645,
1089,0.053393025,
1090,0.34595817,
1091,0.1394875,
1092,0.079500675,
1093,0.22518049,
1094,0.25076503,
1095,0.09508971,
1096,0.1394038,
1097,0.03980238,
1098,0.274988,
1099,0.08136191,
1100,0.07391996,
1101,0.23186673,
1102,0.05305052,
1103,0.0059001953,
1104,0.13241689,
1105,0.22393739,
1106,0.04984936,
1107,0.21492088,
1108,0.1340028,
1109,0.01209878,
1110,0.17986707,
1111,0.019437734,
1112,0.0030175317,
1113,0.13597766,
1114,0.08800691,
1115,0.0155975735,
1116,0.116523735,
1117,0.02931254,
1118,0.0022753964,
1119,0.25694397,
1120,0.018244343,
1121,0.0022892863,
1122,0.10560449,
1123,0.005713563,
1124,0.0011778132,
1125,0.16098729,
1126,0.056290068,
1127,0.021364074,
1128,0.0646003,
1129,0.9717609,
1130,0.72691596,
1131,0.049671452,
1132,0.028715475,
1133,0.0084518595,
1134,0.02168254,
1135,0.066027045,
1136,0.009807153,
1137,0.065062955,
1138,0.4844473,
1139,0.5141937,
1140,0.06585274,
1141,0.027560757,
1142,0.0033702892,
1143,0.109540485,
1144,0.043284275,
1145,0.009308389,
1146,0.089317255,
1147,0.2460868,
1148,0.022155905,
1149,0.06792867,
1150,0.30353197,
1151,0.06672872,
1152,0.032195825,
1153,0.07877586,
1154,0.004540933,
1155,0.06441732,
1156,0.050356448,
1157,0.004014854,
1158,0.040747616,
1159,0.057999454,
1160,0.0064584618,
1161,0.073028825,
1162,0.23886932,
1163,0.07806645,
1164,0.053393025,
1165,0.34595817,
1166,0.1394875,
1167,0.079500675,
1168,0.22518049,
1169,0.25076503,
1170,0.09508971,
1171,0.1394038,
1172,0.03980238,
1173,0.274988,
1174,0.08136191,
1175,0.07391996,
1176,0.03663252,
1177,0.02651046,
1178,0.012082053,
1179,0.048908275,
1180,0.00366306,
1181,0.052314468,
1182,0.013818449,
1183,0.007113275,
1184,0.04888078,
1185,0.0014176852,
1186,0.03231035,
1187,0.0025910095,
1188,0.011934919,
1189,0.030575275,
1190,0.0012371052,
1191,0.018778535,
1192,0.01331455,
1193,0.0065435623,
1194,0.009632433,
1195,0.03574258,
1196,0.07313698,
1197,0.030056084,
1198,0.009826379,
1199,0.0074799913,
1200,0.05965095,
1201,0.060715202,
1202,0.05709335,
1203,0.012066171,
1204,0.056925427,
1205,0.01316201,
1206,0.2806935,
1207,0.3841215,
1208,0.014985715,
1209,0.14923082,
1210,0.012848,
1211,0.1132328,
1212,0.043102402,
1213,0.0038994413,
1214,0.006156304,
1215,0.010858527,
1216,0.10471559,
1217,0.020294039,
1218,0.00946187,
1219,0.016302517,
1220,0.013917602,
1221,0.13447858,
1222,0.0056900852,
1223,0.0033500597,
1224,0.016176132,
1225,0.031939026,
1226,0.18639031,
1227,0.008027909,
1228,0.0053612003,
1229,0.018187812,
1230,0.012897781,
1231,0.22335051,
1232,0.035560574,
1233,0.006150358,
1234,0.18778373,
1235,0.007368937,
1236,0.053058553,
1237,0.00089077296,
1238,0.0044565354,
1239,0.025822062,
1240,0.052954238,
1241,0.06706562,
1242,0.0017142001,
1243,0.01866963,
1244,0.11801576,
1245,0.032125093,
1246,0.08070891,
1247,0.006793829,
1248,0.04771533,
1249,0.106055416,
1250,0.19145255,
1251,0.17975965,
1252,0.0369252,
1253,0.032385197,
1254,0.2355692,
1255,0.036422785,
1256,0.018778535,
1257,0.01331455,
1258,0.0065435623,
1259,0.009632433,
1260,0.03574258,
1261,0.07313698,
1262,0.030056084,
1263,0.009826379,
1264,0.0074799913,
1265,0.05965095,
1266,0.060715202,
1267,0.05709335,
1268,0.012066171,
1269,0.056925427,
1270,0.01316201,
1271,0.2806935,
1272,0.3841215,
1273,0.014985715,
1274,0.14923082,
1275,0.012848,
1276,0.1132328,
1277,0.043102402,
1278,0.0038994413,
1279,0.006156304,
1280,0.010858527,
1281,0.10471559,
1282,0.020294039,
1283,0.00946187,
1284,0.016302517,
1285,0.013917602,
1286,0.13447858,
1287,0.0056900852,
1288,0.0033500597,
1289,0.016176132,
1290,0.031939026,
1291,0.18639031,
1292,0.008027909,
1293,0.0053612003,
1294,0.018187812,
1295,0.012897781,
1296,0.22335051,
1297,0.035560574,
1298,0.006150358,
1299,0.18778373,
1300,0.007368937,
1301,0.053058553,
1302,0.00089077296,
1303,0.0044565354,
1304,0.025822062,
1305,0.052954238,
1306,0.06706562,
1307,0.0017142001,
1308,0.01866963,
1309,0.11801576,
1310,0.032125093,
1311,0.08070891,
1312,0.006793829,
1313,0.04771533,
1314,0.106055416,
1315,0.19145255,
1316,0.17975965,
1317,0.0369252,
1318,0.032385197,
1319,0.2355692,
1320,0.036422785,
1321,0.031048937,
1322,0.0035952856,
1323,0.009044551,
1324,0.21766679,
1325,0.023497539,
1326,0.03047789,
1327,0.0022363316,
1328,0.0053110286,
1329,0.031103252,
1330,0.016966255,
1331,0.06444181,
1332,0.004152454,
1333,0.036868922,
1334,0.094470724,
1335,0.03280384,
1336,0.08339434,
1337,0.0037238374,
1338,0.061458487,
1339,0.08356804,
1340,0.021777766,
1341,0.071576856,
1342,0.0022054354,
1343,0.004873657,
1344,0.039067205,
1345,0.0022202667,
1346,0.029138744,
1347,0.001275003,
1348,0.0026198174,
1349,0.027965263,
1350,0.005374866,
1351,0.07754462,
1352,0.0016194734,
1353,0.005869743,
1354,0.041846126,
1355,0.0051462227,
1356,0.24619608,
1357,0.013579516,
1358,0.016411858,
1359,0.3964842,
1360,0.0062731174,
1361,0.1587374,
1362,0.0042449627,
1363,0.0075607174,
1364,0.09834576,
1365,0.003476424,
1366,0.089139186,
1367,0.0184383,
