bb_idx,MT_IMPROVE_mean_prediction_rf
877,0.362277071095307
878,0.34709265752154606
879,0.3604463069142243
880,0.35950785012634967
881,0.4316385589077331
882,0.3751642139566067
883,0.43130610428226995
884,0.4305969369849486
885,0.38328938521130373
886,0.4632952092741375
887,0.38330000307749923
888,0.4806557790659552
889,0.35627177506440827
890,0.3643787313367958
891,0.36227431013009936
892,0.36967048182108314
893,0.3813611133323513
894,0.3854076709752146
895,0.388768666996193
896,0.38684138336311136
897,0.37331293962669754
898,0.37589479907103673
899,0.3703056916863666
900,0.37590800399163593
901,0.37365746285556184
902,0.3802778233196661
903,0.3787522001605253
904,0.3802778233196661
905,0.3991967240228719
906,0.3995899477275152
907,0.38654584992454877
908,0.39208885785016206
909,0.39432965495310635
910,0.397536424860309
911,0.39114833914631764
912,0.3893821371780593
913,0.3872322449898195
914,0.3864882379068121
915,0.38620222625061723
916,0.3866808791553835
917,0.39017398673262604
918,0.3895789795890491
919,0.38958489363161364
920,0.3905463622745814
921,0.38451436650006665
922,0.40496697017493954
923,0.38493871847462885
924,0.3843455091935404
925,0.37930899091903647
926,0.3830911611219028
927,0.38167904921624096
928,0.3848955810479039
929,0.3800391660011433
930,0.3703433419375354
931,0.3663478989952294
932,0.36874639415849253
933,0.36899095666670545
934,0.3694630777087002
935,0.3630990917987457
936,0.37427138242450586
937,0.43993576602550427
938,0.39731742794571384
939,0.3661735232723798
940,0.3835011761338977
941,0.3571736023509663
942,0.36519517330635126
943,0.3635756358920067
944,0.36519517330635126
945,0.36910542524705703
946,0.36086720991602056
947,0.37139323166801214
948,0.370076152076437
949,0.3857647661118617
950,0.4285327973657435
951,0.3792364935993001
952,0.4285327973657435
953,0.3817602631554032
954,0.3817602631554032
955,0.3817602631554032
956,0.3817602631554032
957,0.39471418087294685
958,0.39462091681047107
959,0.39476697661025806
960,0.39385847381361894
961,0.3995605219032279
962,0.3995605219032279
963,0.3995605219032279
964,0.3995605219032279
965,0.3898001965285727
966,0.38733302791934754
967,0.3898001965285727
968,0.3844366913585375
969,0.39002856235285666
970,0.39010787963689453
971,0.3903078869374398
972,0.3899379207469699
973,0.3868701000917298
974,0.39460826266913634
975,0.3886725905422399
976,0.39334806510450504
977,0.3841908494171829
978,0.38583551044425207
979,0.38535522643579645
980,0.3855571794951126
981,0.37871159140332056
982,0.373789620482064
983,0.37233312416191583
984,0.3661099430574756
985,0.37333516200081196
986,0.3779066653833305
987,0.37425420796440656
988,0.37199867164734307
1081,0.36964102597350756
1082,0.36964102597350756
1083,0.3731177236085978
1084,0.36964102597350756
1085,0.3631354457896325
1086,0.3631354457896325
1087,0.3631354457896325
1088,0.3631354457896325
1137,0.3573334805393221
1138,0.3573108530172816
1139,0.3570225044729891
1140,0.35755834497753114
1141,0.3559779315604484
1142,0.35850457438913336
1143,0.3531272013672644
1144,0.3552657677169843
1189,0.35552239104133265
1190,0.357167357651391
1191,0.35986629964261924
1192,0.35874266518745057
1193,0.3484224805321561
1194,0.34697466894327766
1195,0.36195101296122173
1196,0.34296705452560106
1237,0.35742529466394296
1238,0.3570617532887741
1239,0.3504135797603247
1240,0.35555873526848264
1241,0.3564843831232759
1242,0.3704155963091155
1243,0.34809155603670916
1244,0.3509192337757359
1281,0.3747118553572261
1282,0.4334844354768587
1283,0.3747118553572261
1284,0.3747118553572261
1285,0.42755514728708255
1286,0.3636957895266588
1287,0.3620070419633814
1288,0.3637663157014767
1389,0.33690471392787813
1390,0.33865090209325827
1391,0.3346292351635821
1392,0.3356764101445023
1393,0.34157992898603395
1394,0.3412240480771914
1395,0.3417786232087522
1396,0.3412403080075161
1397,0.3643506825910792
1398,0.3657630505743545
1399,0.3646339623017593
1400,0.3645565319593871
1401,0.3421548683382164
1402,0.34359514179168443
1403,0.3423864097555433
1404,0.34171944833823653
1405,0.3699366081513246
1406,0.3694413932504259
1407,0.37076329206143566
1408,0.36486476519397726
1409,0.3889003945481186
1410,0.3869474668551494
1411,0.3900284779539735
1412,0.3869474668551494
1413,0.3826174071278669
1414,0.38261579001729384
1415,0.379800826316122
1416,0.38261579001729384
1417,0.3849278511278892
1418,0.3849278511278892
1419,0.3849278511278892
1420,0.3849278511278892
1421,0.32713066731929746
1422,0.336945840120927
1423,0.33646830662591964
1424,0.336005457719677
1425,0.3809778017674784
1426,0.3537109926596417
1427,0.35146712751840814
1428,0.34913815371662105
1429,0.3490620062396997
1430,0.3508297110534786
1431,0.34904913956700867
