bb_idx,MT_DeepImmuno,WT_DeepImmuno
810,0.8152839,0.84539354
811,0.94417673,0.9494633
812,0.99104375,0.9882215
813,0.71586293,0.8092941
814,0.82725286,0.8487513
815,0.9516071,0.9731043
816,0.98666596,0.9912373
817,0.82983994,0.7848506
818,0.8120705,0.87253886
819,0.95564413,0.9143357
820,0.9930376,0.9924148
821,0.6589639,0.6589639
822,0.76814866,0.76814866
823,0.84813356,0.84813356
824,0.9670749,0.9670749
825,0.7560019,0.7560019
826,0.8596313,0.8596313
827,0.9221966,0.9221966
828,0.99006176,0.99006176
829,0.8676759,0.8676759
830,0.8811746,0.8811746
831,0.96339905,0.96339905
832,0.9919631,0.9919631
833,0.5850062,0.5850062
834,0.69550204,0.69550204
835,0.856355,0.856355
836,0.97094756,0.97094756
837,0.53876156,0.53876156
838,0.7252384,0.7252384
839,0.7285653,0.7285653
840,0.95814455,0.95814455
841,0.7564366,0.7564366
842,0.71151584,0.71151584
843,0.848118,0.848118
844,0.9627774,0.9627774
845,0.8584852,0.8584852
846,0.67855793,0.67855793
847,0.91618395,0.91618395
848,0.9375657,0.9375657
849,0.900804,0.900804
850,0.8802043,0.8802043
851,0.94513905,0.94513905
852,0.98631424,0.98631424
853,0.7950113,0.7950113
854,0.8939165,0.8939165
855,0.9412991,0.9412991
856,0.99050456,0.99050456
857,0.66897357,0.66897357
858,0.8569627,0.8569627
859,0.9631623,0.9631623
860,0.9756272,0.9756272
861,0.69192374,0.65324867
862,0.8611992,0.8349745
863,0.9749706,0.9458231
864,0.9824593,0.9715458
865,0.50326025,0.47464368
866,0.8174093,0.82623005
867,0.9473187,0.8393929
868,0.98527306,0.982514
869,0.7559993,0.64917886
870,0.87092096,0.82792723
871,0.9517313,0.9234644
872,0.9909661,0.98465586
873,0.55977833,0.5333286
874,0.81816125,0.6789663
875,0.93865997,0.95712614
876,0.98708713,0.97728384
877,0.60978496,0.7853054
878,0.7168817,0.8760327
879,0.9149117,0.95885086
880,0.97953826,0.9914202
1137,0.6305719,0.6305719
1138,0.7917003,0.7917003
1139,0.80322874,0.80322874
1140,0.9440887,0.9440887
1141,0.7848693,0.7848693
1142,0.95111084,0.95111084
1143,0.96116436,0.96116436
1144,0.9955276,0.9955276
1145,0.3395339,0.3395339
1146,0.899194,0.899194
1147,0.9039372,0.9039372
1148,0.9821661,0.9821661
1149,0.30903596,0.30903596
1150,0.68042296,0.68042296
1151,0.9059913,0.9059913
1152,0.95889866,0.95889866
1153,0.75142515,0.58712655
1154,0.6885684,0.66411173
1155,0.93815625,0.9243644
1156,0.9861485,0.97871494
1157,0.68796974,0.45854053
1158,0.71565056,0.6645004
1159,0.86157787,0.7661485
1160,0.9626292,0.94620746
1161,0.39522126,0.37402654
1162,0.57574534,0.5181978
1163,0.73577225,0.7183746
1164,0.9246566,0.9392855
1165,0.5379192,0.58629376
1166,0.728934,0.8549404
1167,0.89145553,0.94123304
1168,0.97393894,0.98536164
1169,0.72576225,0.688852
1170,0.78018206,0.7608671
1171,0.9274087,0.9598053
1172,0.9814325,0.98120505
1173,0.41521406,0.5336267
1174,0.8114984,0.8161278
1175,0.9111645,0.90093386
1176,0.9704602,0.9803215
1177,0.14941025,0.18492827
1178,0.70363176,0.65285975
1179,0.6080394,0.77322495
1180,0.83002436,0.86916494
1181,0.75784606,0.8798825
1182,0.8831219,0.94460094
1183,0.9280493,0.9566963
1184,0.9660876,0.98828125
1185,0.8904137,0.9104359
1186,0.87607515,0.92237383
1187,0.844375,0.8975309
1188,0.98089373,0.9902428
1189,0.563297,0.563297
1190,0.8999974,0.8999974
1191,0.8877733,0.8877733
1192,0.9785009,0.9785009
1193,0.47274122,0.47274122
1194,0.94185483,0.94185483
1195,0.8969743,0.8969743
1196,0.990085,0.990085
1197,0.14387625,0.14387625
1198,0.7375752,0.7375752
1199,0.7116795,0.7116795
1200,0.9274087,0.9274087
1201,0.73624516,0.5316702
1202,0.76465297,0.78427625
1203,0.98018336,0.97344875
1204,0.9872638,0.9828573
1205,0.82278585,0.6802863
1206,0.83746755,0.7480794
1207,0.9615563,0.9494934
1208,0.98364604,0.97541004
1209,0.6315212,0.67225754
1210,0.79499614,0.7782178
1211,0.80345863,0.80184007
1212,0.94552827,0.9652476
1213,0.27587444,0.38430747
1214,0.61297435,0.70563555
1215,0.6238508,0.68560994
1216,0.93125033,0.9397484
1217,0.5886029,0.49974433
1218,0.74609,0.67822284
1219,0.85492235,0.8742009
1220,0.9625689,0.9489316
1221,0.64318466,0.6576442
1222,0.73129094,0.734887
1223,0.9487281,0.96559644
1224,0.9541911,0.9754068
1225,0.34344223,0.5473735
1226,0.7915884,0.80222476
1227,0.8814956,0.9359616
1228,0.9500979,0.9716461
1229,0.5819685,0.62798065
1230,0.9045247,0.8770797
1231,0.9369879,0.96169305
1232,0.970742,0.9732487
1233,0.8712901,0.8995416
1234,0.8382989,0.91046095
1235,0.8254938,0.8741685
1236,0.976297,0.9900973
1421,0.7436293,0.82721686
1422,0.9142662,0.9316788
1423,0.94734734,0.9382235
1424,0.9853699,0.9870385
1425,0.5062115,0.5791181
1426,0.8994347,0.9547874
1427,0.8503944,0.8940341
1428,0.98228836,0.99303675
1429,0.6203918,0.5507511
1430,0.690215,0.7483228
1431,0.9131584,0.93806136
1432,0.96995676,0.96757627
1433,0.7979231,0.7854889
1434,0.86511785,0.82477486
1435,0.98744905,0.98126036
1436,0.9912132,0.9890861
1437,0.599795,0.5910757
1438,0.9201983,0.9160477
1439,0.94215345,0.92801964
1440,0.99145496,0.9886054
1441,0.9211954,0.9211954
1442,0.97367275,0.97367275
1443,0.9646969,0.9646969
1444,0.9963136,0.9963136
1445,0.5583523,0.5583523
1446,0.8320713,0.8320713
1447,0.9257195,0.9257195
1448,0.9795852,0.9795852
1449,0.60539776,0.6192463
1450,0.9447762,0.9529171
1451,0.9298011,0.9056441
1452,0.9883992,0.98999816
1453,0.5269715,0.53151715
1454,0.5952052,0.67026955
1455,0.8068925,0.8059195
1456,0.971274,0.9813174
1457,0.8498299,0.8062333
1458,0.8334261,0.846375
1459,0.97178125,0.9707091
1460,0.9838587,0.98192525
1461,0.78532517,0.76957464
1462,0.916361,0.87995356
1463,0.9884238,0.9857439
1464,0.9938998,0.9918934
1465,0.68117946,0.633963
1466,0.93884027,0.9184377
1467,0.95952106,0.9488675
1468,0.9950919,0.99250984
1469,0.96414495,0.96414495
1470,0.9747039,0.9747039
1471,0.97226596,0.97226596
1472,0.9974358,0.9974358
1581,0.41366664,0.41366664
1582,0.9146718,0.9146718
1583,0.9429575,0.9429575
1584,0.97789335,0.97789335
1585,0.15528229,0.15528229
1586,0.73782825,0.73782825
1587,0.90430087,0.90430087
1588,0.9168619,0.9168619
1589,0.6351304,0.6351304
1590,0.7079228,0.7079228
1591,0.954967,0.954967
1592,0.95734537,0.95734537
1593,0.37232208,0.37232208
1594,0.64800006,0.64800006
1595,0.9253752,0.9253752
1596,0.9625489,0.9625489
1597,0.601818,0.601818
1598,0.8830165,0.8830165
1599,0.90150166,0.90150166
1600,0.9832494,0.9832494
1601,0.5241349,0.47432432
1602,0.8295841,0.78752714
1603,0.9127661,0.90322304
1604,0.9748963,0.97328115
1605,0.7761749,0.74811745
1606,0.78358614,0.7372594
1607,0.96057785,0.95420057
1608,0.9691523,0.9687345
1609,0.78195465,0.7969326
1610,0.6652258,0.5793144
1611,0.8533237,0.8509697
1612,0.9586632,0.9559667
1613,0.93688357,0.93617254
1614,0.9412498,0.93790394
1615,0.92675793,0.9484225
1616,0.99144715,0.9905949
1617,0.9129937,0.9074923
1618,0.89273643,0.87234503
1619,0.9326942,0.92647094
1620,0.9927222,0.9909397
1621,0.53126645,0.6007499
1622,0.67448914,0.64052343
1623,0.87153906,0.87031084
1624,0.9360138,0.93828064
1625,0.34349203,0.46157557
1626,0.6620631,0.6971126
1627,0.9407602,0.9382431
1628,0.9786664,0.9774664
1629,0.4008413,0.4008413
1630,0.9194367,0.9194367
1631,0.9427129,0.9427129
1632,0.9849508,0.9849508
1633,0.37016335,0.37016335
1634,0.70355326,0.70355326
1635,0.9645575,0.9645575
1636,0.9513968,0.9513968
1637,0.47595775,0.47595775
1638,0.45392615,0.45392615
1639,0.928967,0.928967
1640,0.9209466,0.9209466
1641,0.503745,0.503745
1642,0.79655194,0.79655194
1643,0.936574,0.936574
1644,0.9854565,0.9854565
1645,0.5580544,0.48691237
1646,0.83601224,0.79542315
1647,0.9075247,0.8937366
1648,0.9759377,0.9726857
1649,0.44899437,0.4213428
1650,0.66910523,0.63998854
1651,0.82255274,0.85818267
1652,0.9318491,0.93454
1653,0.7542766,0.7832899
1654,0.71277624,0.73184234
1655,0.951494,0.9510553
1656,0.97600436,0.98129886
1657,0.6751091,0.67514706
1658,0.72502387,0.61757743
1659,0.8531041,0.86903024
1660,0.9637572,0.95882654
1661,0.9567199,0.95963085
1662,0.9580463,0.9441712
1663,0.9637079,0.96689796
1664,0.99582493,0.99430186
1665,0.89070654,0.9149473
1666,0.87292445,0.86601347
1667,0.93823785,0.9278226
1668,0.99279845,0.9925587
1669,0.82468945,0.82546103
1670,0.8708185,0.84212434
1671,0.94748896,0.92594564
1672,0.9899962,0.9857784
1857,0.3395339,0.3395339
1858,0.899194,0.899194
1859,0.9039372,0.9039372
1860,0.9821661,0.9821661
1861,0.30903596,0.30903596
1862,0.68042296,0.68042296
1863,0.9059913,0.9059913
1864,0.95889866,0.95889866
1865,0.75142515,0.58712655
1866,0.6885684,0.66411173
1867,0.93815625,0.9243644
1868,0.9861485,0.97871494
1869,0.68796974,0.45854053
1870,0.71565056,0.6645004
1871,0.86157787,0.7661485
1872,0.9626292,0.94620746
1873,0.39522126,0.37402654
1874,0.57574534,0.5181978
1875,0.73577225,0.7183746
1876,0.9246566,0.9392855
1877,0.5379192,0.58629376
1878,0.728934,0.8549404
1879,0.89145553,0.94123304
1880,0.97393894,0.98536164
1881,0.72576225,0.688852
1882,0.78018206,0.7608671
1883,0.9274087,0.9598053
1884,0.9814325,0.98120505
1885,0.41521406,0.5336267
1886,0.8114984,0.8161278
1887,0.9111645,0.90093386
1888,0.9704602,0.9803215
1889,0.14941025,0.18492827
1890,0.70363176,0.65285975
1891,0.6080394,0.77322495
1892,0.83002436,0.86916494
1893,0.75784606,0.8798825
1894,0.8831219,0.94460094
1895,0.9280493,0.9566963
1896,0.9660876,0.98828125
1897,0.8904137,0.9104359
1898,0.87607515,0.92237383
1899,0.844375,0.8975309
1900,0.98089373,0.9902428
1901,0.14387625,0.14387625
1902,0.7375752,0.7375752
1903,0.7116795,0.7116795
1904,0.9274087,0.9274087
1905,0.73624516,0.5316702
1906,0.76465297,0.78427625
1907,0.98018336,0.97344875
1908,0.9872638,0.9828573
1909,0.82278585,0.6802863
1910,0.83746755,0.7480794
1911,0.9615563,0.9494934
1912,0.98364604,0.97541004
1913,0.6315212,0.67225754
1914,0.79499614,0.7782178
1915,0.80345863,0.80184007
1916,0.94552827,0.9652476
1917,0.27587444,0.38430747
1918,0.61297435,0.70563555
1919,0.6238508,0.68560994
1920,0.93125033,0.9397484
1921,0.5886029,0.49974433
1922,0.74609,0.67822284
1923,0.85492235,0.8742009
1924,0.9625689,0.9489316
1925,0.64318466,0.6576442
1926,0.73129094,0.734887
1927,0.9487281,0.96559644
1928,0.9541911,0.9754068
1929,0.34344223,0.5473735
1930,0.7915884,0.80222476
1931,0.8814956,0.9359616
1932,0.9500979,0.9716461
1933,0.5819685,0.62798065
1934,0.9045247,0.8770797
1935,0.9369879,0.96169305
1936,0.970742,0.9732487
1937,0.8712901,0.8995416
1938,0.8382989,0.91046095
1939,0.8254938,0.8741685
1940,0.976297,0.9900973
2125,0.36065707,0.36065707
2126,0.74738204,0.74738204
2127,0.8912374,0.8912374
2128,0.9601279,0.9601279
2129,0.752985,0.752985
2130,0.88153934,0.88153934
2131,0.9472604,0.9472604
2132,0.99337035,0.99337035
2133,0.7186928,0.7186928
2134,0.7227685,0.7227685
2135,0.76734734,0.76734734
2136,0.9792975,0.9792975
2137,0.8617008,0.8617008
2138,0.8765482,0.8765482
2139,0.8642291,0.8642291
2140,0.99126196,0.99126196
2141,0.8271361,0.85160756
2142,0.74505985,0.7856748
2143,0.80383086,0.8251294
2144,0.9576422,0.96657413
2145,0.6978586,0.68983203
2146,0.82743704,0.81711936
2147,0.83679765,0.91921246
2148,0.98289883,0.9799421
2149,0.78642213,0.7035647
2150,0.8318698,0.629839
2151,0.79518116,0.77980113
2152,0.98063725,0.94926786
2153,0.7391971,0.69057155
2154,0.859288,0.8336727
2155,0.8859552,0.91844225
2156,0.9737296,0.9592242
2157,0.5471962,0.61454743
2158,0.76790774,0.8308975
2159,0.88903797,0.93441415
2160,0.9699088,0.9798968
2161,0.72376955,0.6857304
2162,0.7061929,0.81471014
2163,0.92548513,0.6824643
2164,0.95013607,0.9311683
2165,0.26623344,0.20938677
2166,0.6495434,0.48090878
2167,0.8641461,0.6629566
2168,0.9548633,0.7711518
2169,0.23144764,0.44751292
2170,0.70693266,0.6109983
2171,0.89542544,0.90428317
2172,0.9660463,0.95531106
2173,0.4204688,0.5008194
2174,0.69732034,0.7289051
2175,0.866178,0.90255105
2176,0.9635858,0.970094
2177,0.67624575,0.67624575
2178,0.69101834,0.69101834
2179,0.9412104,0.9412104
2180,0.9703054,0.9703054
2181,0.678539,0.678539
2182,0.8509837,0.8509837
2183,0.9184101,0.9184101
2184,0.98516387,0.98516387
2185,0.6396491,0.6396491
2186,0.8622447,0.8622447
2187,0.9393884,0.9393884
2188,0.9803722,0.9803722
2189,0.49865732,0.49865732
2190,0.70695543,0.70695543
2191,0.8490707,0.8490707
2192,0.962955,0.962955
2193,0.8378477,0.8378477
2194,0.9108336,0.9108336
2195,0.8071647,0.8071647
2196,0.9940015,0.9940015
2197,0.9309373,0.90359956
2198,0.7927414,0.76687014
2199,0.90959215,0.8836515
2200,0.98653585,0.9839508
2201,0.38910502,0.38942015
2202,0.55911523,0.6534767
2203,0.76003873,0.8345232
2204,0.903054,0.8992945
2205,0.62673473,0.6388726
2206,0.76112556,0.62312347
2207,0.78135717,0.7332659
2208,0.9627514,0.94144636
2209,0.9148625,0.8302538
2210,0.8561022,0.79978526
2211,0.90327406,0.85404223
2212,0.9758992,0.9673642
2213,0.6447593,0.7235482
2214,0.7880865,0.75559825
2215,0.8733281,0.90240693
2216,0.92869836,0.93955725
2217,0.5202289,0.67361796
2218,0.7060133,0.8771519
2219,0.8062704,0.9258582
2220,0.9298713,0.96560633
2221,0.60414106,0.6788162
2222,0.7249327,0.78082275
2223,0.86984974,0.7707885
2224,0.9504452,0.92873645
2225,0.37285733,0.2727542
2226,0.5475844,0.30527285
2227,0.8920704,0.6707434
2228,0.90967345,0.5532379
2229,0.25056776,0.34695962
2230,0.50986737,0.5468229
2231,0.86975235,0.8417305
2232,0.9203416,0.9115101
2233,0.55839247,0.6242671
2234,0.69854575,0.7707038
2235,0.94247043,0.9546274
2236,0.9635483,0.979219
2237,0.67353237,0.67353237
2238,0.86290944,0.86290944
2239,0.91885626,0.91885626
2240,0.98704505,0.98704505
2481,0.9150519,0.9150519
2482,0.9179393,0.9179393
2483,0.90340656,0.90340656
2484,0.9928186,0.9928186
2485,0.68297595,0.68297595
2486,0.8065453,0.8065453
2487,0.9042635,0.9042635
2488,0.9827847,0.9827847
2489,0.2920013,0.36299133
2490,0.82103777,0.79622835
2491,0.76099646,0.80996823
2492,0.961221,0.9640588
2493,0.50958043,0.42639953
2494,0.9031949,0.85957664
2495,0.93872166,0.93905234
2496,0.9752562,0.9645792
2497,0.82755053,0.5660761
2498,0.87209266,0.8794018
2499,0.9177518,0.8244754
2500,0.9877824,0.98394954
2501,0.838542,0.8462736
2502,0.93534625,0.91319406
2503,0.8588315,0.85868037
2504,0.99355006,0.9916222
2505,0.8626679,0.74985987
2506,0.9198474,0.90130746
2507,0.8717433,0.81933403
2508,0.99160314,0.98936784
2509,0.7547601,0.805105
2510,0.8466879,0.8920038
2511,0.94075257,0.94373846
2512,0.95774144,0.97608316
2513,0.8206964,0.7675079
2514,0.9047903,0.8541974
2515,0.87265646,0.8530382
2516,0.9734688,0.9703299
2517,0.927309,0.83006823
2518,0.9165449,0.8771276
2519,0.9516296,0.9273499
2520,0.99164844,0.9862884
2521,0.9357898,0.93137705
2522,0.88801587,0.904015
2523,0.98610145,0.9879192
2524,0.9914874,0.99205375
2525,0.84616613,0.84616613
2526,0.93315107,0.93315107
2527,0.9733772,0.9733772
2528,0.99387556,0.99387556
2529,0.77155375,0.77155375
2530,0.7910198,0.7910198
2531,0.95314014,0.95314014
2532,0.9793767,0.9793767
2533,0.73015124,0.73015124
2534,0.8202276,0.8202276
2535,0.85986245,0.85986245
2536,0.9856204,0.9856204
2537,0.4081874,0.53553975
2538,0.7062527,0.675413
2539,0.85673463,0.893817
2540,0.9519807,0.9523304
2541,0.21182612,0.1673257
2542,0.826661,0.7809292
2543,0.86575127,0.83804905
2544,0.9405544,0.9274909
2545,0.6945052,0.5255821
2546,0.9278815,0.9349032
2547,0.9634385,0.9546212
2548,0.98653144,0.9879989
2549,0.8835923,0.8358866
2550,0.94322634,0.94237876
2551,0.920035,0.9430869
2552,0.99548334,0.99674726
2553,0.7736292,0.6304263
2554,0.83636636,0.839947
2555,0.8022593,0.8073741
2556,0.9639898,0.9386492
2557,0.7122688,0.6425944
2558,0.8192793,0.7895483
2559,0.8276483,0.73346406
2560,0.95269954,0.94264555
2561,0.93292344,0.9470233
2562,0.9547118,0.95128804
2563,0.96789503,0.9630648
2564,0.97984254,0.9899994
2565,0.84908044,0.84592044
2566,0.90254056,0.87892
2567,0.7974696,0.8249523
2568,0.9531646,0.9547214
2569,0.9101621,0.75377023
2570,0.920786,0.88532686
2571,0.8883016,0.8265473
2572,0.9889163,0.98125744
2573,0.87764263,0.87280476
2574,0.84990025,0.8493545
2575,0.9822918,0.98201644
2576,0.9837502,0.9855586
2577,0.84059453,0.84059453
2578,0.9186722,0.9186722
2579,0.99347425,0.99347425
2580,0.99015033,0.99015033
2789,0.66705275,0.66705275
2790,0.70379126,0.70379126
2791,0.8882327,0.8882327
2792,0.9780772,0.9780772
2793,0.4346477,0.4346477
2794,0.6674753,0.6674753
2795,0.78875184,0.78875184
2796,0.94896436,0.94896436
2797,0.43044883,0.43044883
2798,0.5105842,0.5105842
2799,0.8425696,0.8425696
2800,0.9306082,0.9306082
2801,0.2560152,0.2158817
2802,0.48548824,0.48189527
2803,0.8200904,0.75418854
2804,0.7957859,0.8135781
2805,0.6595886,0.6138048
2806,0.7699212,0.83252966
2807,0.9335669,0.8347424
2808,0.94389236,0.95758754
2809,0.5269468,0.33601213
2810,0.6810268,0.67764896
2811,0.70532256,0.56048805
2812,0.71940947,0.70247823
2813,0.87689805,0.84982646
2814,0.8934857,0.80840343
2815,0.89292926,0.88618803
2816,0.9570309,0.9624592
2817,0.70459425,0.8065853
2818,0.76448995,0.84601855
2819,0.90404725,0.77645993
2820,0.93764925,0.92494774
2821,0.521551,0.53546166
2822,0.67440313,0.71583164
2823,0.93235695,0.764176
2824,0.89174056,0.8681873
2825,0.47462684,0.7123905
2826,0.697255,0.64933836
2827,0.79805315,0.8494884
2828,0.86775935,0.94446325
2829,0.18820304,0.4648562
2830,0.8919374,0.8817407
2831,0.9250313,0.9581049
2832,0.9742116,0.97305095
2833,0.1693072,0.091953695
2834,0.86340284,0.76099443
2835,0.8209485,0.79015017
2836,0.9536586,0.9060027
2837,0.6789573,0.6789573
2838,0.8269769,0.8269769
2839,0.96199924,0.96199924
2840,0.9845388,0.9845388
2841,0.82013106,0.82013106
2842,0.8413178,0.8413178
2843,0.894999,0.894999
2844,0.9852275,0.9852275
2845,0.52203244,0.52203244
2846,0.4966314,0.4966314
2847,0.8165043,0.8165043
2848,0.94178927,0.94178927
2849,0.34481263,0.2552222
2850,0.21017045,0.27038178
2851,0.8297937,0.8376268
2852,0.68177253,0.7504972
2853,0.57295734,0.46952385
2854,0.79897827,0.7751097
2855,0.9009782,0.7564715
2856,0.9104142,0.9054886
2857,0.35021573,0.48306972
2858,0.7583364,0.8209038
2859,0.69938093,0.758001
2860,0.8283005,0.84330875
2861,0.57485104,0.60809904
2862,0.49054396,0.60218346
2863,0.5554619,0.77489555
2864,0.5743842,0.8551071
2865,0.83595705,0.82590663
2866,0.7784621,0.7695832
2867,0.91005105,0.8785361
2868,0.95832807,0.9217353
2869,0.8586408,0.8491984
2870,0.8835458,0.84508365
2871,0.94084847,0.83435553
2872,0.97988594,0.9583775
2873,0.5631673,0.65390736
2874,0.76916504,0.77281976
2875,0.9371091,0.82565284
2876,0.9367677,0.95323586
2877,0.4565071,0.7039967
2878,0.75402415,0.710768
2879,0.8940875,0.9449992
2880,0.89900756,0.9417006
2881,0.29710412,0.578268
2882,0.9312602,0.9339431
2883,0.9656615,0.9634603
2884,0.98442644,0.98657095
2885,0.5193046,0.52570933
2886,0.9443299,0.90529126
2887,0.963611,0.9505122
2888,0.9896058,0.98964936
3080,0.8622053,0.8622053
3081,0.70963335,0.70963335
3082,0.93307716,0.93307716
3083,0.43347955,0.43347955
3084,0.58762634,0.58762634
3085,0.6124714,0.6124714
3086,0.45718923,0.45718923
3087,0.92614156,0.92614156
3088,0.8228438,0.8228438
3089,0.29288143,0.29288143
3090,0.76853025,0.76853025
3091,0.7167746,0.7167746
3092,0.7322747,0.7322747
3093,0.87727875,0.87727875
3094,0.8869982,0.8869982
3095,0.4027898,0.4027898
3096,0.91795135,0.91795135
3097,0.81429946,0.81429946
3098,0.5353218,0.49710512
3099,0.82375664,0.7998221
3100,0.8775276,0.88757217
3101,0.74647105,0.44590822
3102,0.8512461,0.58489174
3103,0.9485825,0.8371959
3104,0.62240124,0.51631755
3105,0.9214823,0.7842354
3106,0.9104351,0.8559739
3107,0.63334376,0.46991202
3108,0.9408043,0.8278957
3109,0.4724902,0.57294244
3110,0.5535495,0.3910089
3111,0.86167586,0.7409606
3112,0.5103271,0.41010752
3113,0.5914208,0.5003101
3114,0.845498,0.69917196
3115,0.85673434,0.7135842
3116,0.57616854,0.57616854
3117,0.54697776,0.54697776
3118,0.77139354,0.77139354
3119,0.13245821,0.13245821
3120,0.43479067,0.43479067
3121,0.4656585,0.4656585
3122,0.32447693,0.32447693
3123,0.9027646,0.9027646
3124,0.91294175,0.91294175
3125,0.6547533,0.6547533
3126,0.8995613,0.8995613
3127,0.8885398,0.8885398
3128,0.6505982,0.6505982
3129,0.8977945,0.8977945
3130,0.8418685,0.8418685
3131,0.32886013,0.3041098
3132,0.8853828,0.85660756
3133,0.8234,0.80350274
3134,0.63172495,0.35979587
3135,0.8796301,0.7175879
3136,0.92859614,0.820307
3137,0.654029,0.5261258
3138,0.93877995,0.7617136
3139,0.9457134,0.88258755
3140,0.38148004,0.29389572
3141,0.9281464,0.7936835
3142,0.74321127,0.8208356
3143,0.7151137,0.48514956
3144,0.93212175,0.74442834
3145,0.6637954,0.7776787
3146,0.46224532,0.26190192
3147,0.7552748,0.6007475
