bb_idx,MT_MHCflurry_presentation,WT_MHCflurry_presentation,MT_MHCflurry_affinity_neg,WT_MHCflurry_affinity_neg
445,0.01662041909254094,0.01662041909254094,-17794.776392168973,-17794.776392168973
446,0.008920627497713853,0.008920627497713853,-34040.525112155156,-34040.525112155156
447,0.017941319753764094,0.017941319753764094,-16424.78406707346,-16424.78406707346
448,0.05261881372831477,0.05261881372831477,-5228.280082168809,-5228.280082168809
449,0.004626535503898138,0.004626535503898138,-23640.580913751222,-23640.580913751222
450,0.0034177563777697197,0.0034177563777697197,-32329.140127479634,-32329.140127479634
451,0.009990847437406991,0.009990847437406991,-10642.293781934242,-10642.293781934242
452,0.006443765208959765,0.006443765208959765,-16776.986748728603,-16776.986748728603
453,0.0072622121336140665,0.003335263920845385,-18861.448215765697,-31445.002399552766
454,0.0059213447978180775,0.0036275830352219445,-23304.591113310238,-28830.837458761216
455,0.009941642637485109,0.005670916018118131,-13613.039570922945,-18162.730099911263
456,0.20442273547077647,0.01810865284925197,-483.4816511361127,-5425.623258417018
457,0.003902501831638131,0.0035972537187655505,-28847.255687535402,-29139.206900937203
458,0.0036758633693003634,0.003596581723710952,-30687.130318243162,-29144.832165640473
459,0.0050646302098882245,0.0048727306511694695,-22031.261332192662,-21292.010175108368
460,0.007246972550367264,0.008137528809843959,-15200.558929925983,-12515.808221910727
461,0.0040257882352532,0.003922135953845882,-27295.99854829986,-26297.86765908136
462,0.0034010481196439573,0.00326987235255106,-32492.072260832585,-31734.71898898264
463,0.004423057568380044,0.004585133496547704,-24765.299032933555,-22376.548779145116
464,0.005033017971826007,0.005373591004640562,-21667.51092871891,-18988.639604292857
465,0.007292781321976698,0.009463087975768789,-13883.49953930417,-10557.401631648187
466,0.0032728986656765527,0.003378335646839453,-31807.412828300796,-30677.340204920576
467,0.005348252865557924,0.006710230083327568,-19143.754163232716,-15083.298174482543
468,0.018383206077495603,0.04621026688445829,-5297.928404907389,-1984.441038671569
469,0.0031405761542846094,0.003175545038518157,-32489.654864232845,-32144.39664083716
470,0.003141675039360141,0.00320221654563588,-32477.91879256969,-31867.923718151105
471,0.0056713188702610185,0.006342283779721338,-17634.538653034626,-15717.923545595027
472,0.004506557640455734,0.004976168273537717,-22370.262777203046,-20205.379528364465
473,0.004248239783035647,0.004278006926715766,-27315.60580309905,-25691.77955869938
474,0.20363584317234615,0.35099029540732146,-403.92384722883475,-176.97953349647779
475,0.008030929771809692,0.009760426424955525,-14125.252742954513,-10927.822817779
476,0.010197478004921889,0.01161368069493781,-11021.294951896727,-9119.444018680088
477,0.006048725093172633,0.009236278900701776,-21055.606805862102,-13251.465776423962
478,0.004307560169449209,0.004707658555001362,-29917.87945036491,-26645.68787854693
479,0.005245562220520375,0.005885712384901906,-24401.99872192417,-21146.711019305272
480,0.0057959109451863056,0.0072364200393526075,-22007.48677968217,-17071.20113821323
481,0.021639362854868508,0.024686664752902338,-25739.643270777033,-27573.022858237124
482,0.01795184987897101,0.02295440651375669,-31319.33904585797,-29771.859097553905
483,0.933949856229244,0.9245083201268719,-33.27771669054575,-47.49140266795999
484,0.03230125670672029,0.03761787890022624,-16849.911938353813,-17627.4696081338
485,0.0032000139594932538,0.003342722032858196,-33974.91349778501,-32275.28788375818
486,0.003204106962231347,0.004092450790002401,-33930.090596596434,-26185.366090402895
487,0.003673461182843408,0.004038347013215766,-29461.518383719143,-26548.08663126595
488,0.004190505365134069,0.004561951616670169,-25712.567386831426,-23403.972398859365
489,0.021676417966105022,0.006827667095777961,-30483.34426533508,-27186.272470744076
490,0.021117837408390308,0.00592414739137252,-31332.1550421711,-31493.48774691655
491,0.026785421263646882,0.007204633624714,-24383.725878666,-25712.95842039273
492,0.02860736083548105,0.007834523410981871,-22742.599676885373,-23571.87297644588
493,0.273582772951592,0.273582772951592,-782.3942996747973,-782.3942996747973
494,0.015517028198267255,0.015517028198267255,-20529.401515142174,-20529.401515142174
495,0.01347737921389509,0.01347737921389509,-23785.35921433113,-23785.35921433113
496,0.04204018063264225,0.04204018063264225,-7153.917627501,-7153.917627501
497,0.004047625153967087,0.004047625153967087,-29823.651595984185,-29823.651595984185
498,0.0035670133294221484,0.0035670133294221484,-33985.29412710416,-33985.29412710416
499,0.004440523856940001,0.004440523856940001,-27099.66475074313,-27099.66475074313
500,0.004775667134016025,0.004775667134016025,-25135.157463856438,-25135.157463856438
501,0.006816523324052783,0.006816523324052783,-23440.376706037732,-23440.376706037732
502,0.005444762892466684,0.005444762892466684,-29583.09088912271,-29583.09088912271
503,0.013358152835575352,0.013358152835575352,-11646.878681376355,-11646.878681376355
504,0.00833703451201659,0.00833703451201659,-19021.81250416353,-19021.81250416353
505,0.465276445998202,0.008165508220982411,-291.2837796073688,-15039.011259504197
506,0.009742404608764637,0.003971060320737686,-29402.909271828095,-31726.04642455693
507,0.0605782385271505,0.015456657512294041,-4243.959644526981,-7737.755004057832
508,0.3603135286050077,0.016942167949096722,-455.7793882092953,-7029.284540770983
509,0.004810364932331808,0.0038720277436225946,-29526.015383899972,-28859.34200461542
510,0.005074542034801063,0.0041013567309634525,-27937.179026650865,-27193.019113223425
511,0.006726921047821448,0.006276668888050558,-20864.57583514209,-17507.655652784735
512,0.046451033827321894,0.04328160426767235,-2736.73880297686,-2306.511098153487
513,0.003391284769169108,0.003415802628759788,-30767.362175028164,-30135.068993572517
514,0.0032631597639466354,0.0033717961624558593,-32015.990052325495,-30541.437171816608
515,0.004317914719988088,0.00478437413864432,-23970.14178358663,-21272.074126398722
516,0.005459904269484135,0.0063412512722404845,-18803.600817932882,-15891.018729820466
517,0.022912802980408625,0.025074615073548228,-6864.258370514752,-3915.3058486067594
518,0.0055158134755886904,0.003662215729566992,-30282.554015790873,-29014.1247044046
519,0.008820093199930688,0.007395542751734882,-18613.524477901243,-14018.555848632031
520,0.023145500358391233,0.03975697973664736,-6791.557116250061,-2398.271825958126
521,0.0031862360827134,0.0032862994294307443,-31953.898693416835,-31001.680550521192
522,0.0031242304438454443,0.003212744188524234,-32609.058785140125,-31735.04708635654
523,0.004285080406463979,0.004789993654146031,-23526.35696566165,-21001.811340130313
524,0.005262690486059138,0.006282307278660908,-19021.052711037388,-15860.904088645571
525,0.003226787049071751,0.003313353471043,-32019.022783042514,-31243.622295998066
526,0.0031923316376800868,0.003291374638599739,-32376.010321605314,-31459.14630561773
527,0.03014227287756443,0.03958562725999463,-3119.9284228128154,-2339.625814852332
528,0.005282922115821559,0.005918779429037855,-19233.869800216235,-17147.304661469756
529,0.01283592720948933,0.011589611892895568,-30206.718706005762,-28535.632251857365
530,0.8236521337453221,0.8412169017312813,-70.69796252355806,-52.73706989359053
531,0.017106598131161405,0.017651833591494293,-22374.328794946345,-18387.690079047825
532,0.025031266144625808,0.025184921247735127,-14994.635346728737,-12652.68087696428
533,0.012249260374619179,0.016862941672255882,-24896.106872662036,-17201.25847178591
534,0.009533577552599481,0.009701805647912311,-32316.419637718212,-30617.253564159997
535,0.6428913000817721,0.678015160543536,-148.08111721445482,-121.58081784093595
536,0.014047058661859244,0.017010521383895544,-21581.7854894141,-17045.008007631866
537,0.003331444154693364,0.0034229163213415543,-32226.83856700678,-31433.92780615588
538,0.003162712971842728,0.003249076241788483,-34004.14457011941,-33172.68300955656
539,0.007596636842352545,0.006381221711469915,-13732.6311047005,-16503.810045204682
540,0.004222094771421418,0.004414054311911002,-25228.300227242777,-24168.81092273311
541,0.015041094889672679,0.014729880508821706,-31400.969734767234,-27231.832765093848
542,0.014116010646892567,0.01856112664728742,-33553.920375368354,-21378.07990331349
543,0.016744741025288078,0.016941676403021553,-28066.9868905131,-23524.644827104024
544,0.02309017986744807,0.023664554640792226,-20027.957626298183,-16558.94003071174
545,0.021503000978348747,0.016154333674931624,-25050.32474850847,-11327.763312171532
546,0.01652557198884622,0.00585292770899046,-33021.48812921951,-32562.702486368013
547,0.020191442014484483,0.007054037717658595,-26763.939665493774,-26836.420671502387
548,0.03180715504891416,0.01449024710944863,-16559.226898106408,-12691.279623901573
549,0.013794968818162046,0.013794968818162046,-26729.70009284854,-26729.70009284854
550,0.014598275844855105,0.014598275844855105,-25195.558066217447,-25195.558066217447
551,0.014168416276140811,0.014168416276140811,-25994.53447373084,-25994.53447373084
552,0.01556343672964146,0.01556343672964146,-23564.70066403745,-23564.70066403745
553,0.003972865880785981,0.003972865880785981,-32611.55841323753,-32611.55841323753
554,0.0038018613551759305,0.0038018613551759305,-34128.67686065471,-34128.67686065471
555,0.004726107122705257,0.004726107122705257,-27252.728647398497,-27252.728647398497
556,0.0050361100068628826,0.0050361100068628826,-25519.099213166366,-25519.099213166366
557,0.0284431802444959,0.015949624785780714,-8201.34804752973,-8540.914787706086
558,0.007825964165744183,0.004597421860042665,-31640.43377737915,-31102.927715445396
559,0.017937050828802818,0.01270089817986499,-13329.880503623206,-10834.559096192548
560,0.03438702592618327,0.03381176102510891,-6703.389829259561,-3866.991713573642
561,0.00373866436753757,0.00371891855497007,-29534.867481631212,-28681.93320378514
562,0.0037412830226225624,0.0038993040938070434,-29513.505684122683,-27311.80275594559
563,0.005151751112137377,0.006019032047085701,-21200.96617142871,-17430.02559618895
564,0.015106245767722903,0.01950024398881688,-6932.329481351283,-5124.167258305485
565,0.004992793293290356,0.004665507374906729,-25029.319607480804,-22606.457136111272
566,0.004323330257223678,0.0038773398816163993,-29048.178500644568,-27372.94403575537
567,0.006945562898190489,0.007337171357987422,-17781.926895879693,-14144.971487883362
568,0.018481786197346486,0.028742493265740212,-6414.797730262239,-3391.3399564526885
569,0.00366090607725178,0.0037984874751756984,-29482.401674885226,-28338.96901688349
570,0.003494316135531544,0.0036023912643703593,-30935.740142179053,-29934.41369491329
571,0.004653527143083289,0.005119362899270835,-23006.507748627857,-20814.373873522178
572,0.006485919284689583,0.00735034174703929,-16314.928813034856,-14309.851218117003
573,0.003349104102661338,0.003484125104613318,-31138.69098354454,-30191.526453089413
574,0.0032922377010586937,0.0034133907331819376,-31694.409692393416,-30838.073921468233
575,0.005212675822715728,0.00602271041869004,-19709.028146022207,-17141.00568047779
576,0.005550252809322288,0.006126069993876973,-18469.609215598906,-16841.543428529178
577,0.0058765381075784814,0.0057888975665303455,-32774.190159507285,-32117.900881115835
578,0.006001932945604818,0.006020451701069736,-32065.318782226394,-30839.50947772931
579,0.008577048806969282,0.009777568751740535,-22144.019096196193,-18646.678490699036
580,0.008097519197472848,0.008342297291384328,-23506.903142175684,-21990.119220702647
581,0.036796661688481336,0.030581202913367658,-31253.09352188182,-29338.45011706529
582,0.11565333448382994,0.17268371346991906,-8804.12485244016,-4193.711987518909
583,0.5832080263689922,0.6243259916505575,-767.2907070164922,-495.4565842372806
584,0.05698045459495028,0.05271079406337744,-19494.227202001213,-16356.652128000454
585,0.0032606628207434295,0.003691819912689579,-31931.79825063801,-28060.00780694257
586,0.0030835936633130663,0.0031728749566590953,-33827.24882623284,-32813.18140635897
587,0.0037539435685924262,0.004197836024624172,-27606.786366016422,-24571.43385865343
588,0.004156007911359457,0.004919681379402459,-24850.982160976462,-20852.708209317218
589,0.011434206603803797,0.011363909823994068,-29095.772736565345,-28176.93122345598
590,0.009919748945371329,0.009714446427335745,-33731.79601007987,-33170.91202063094
591,0.017679266596735573,0.017256521627594223,-18456.813408634396,-18215.65634225407
592,0.014153438137792065,0.014683367554371182,-23292.166006752625,-21567.992525393838
593,0.014227186923198618,0.01972618766934133,-28237.923193101087,-20268.66265431622
594,0.012201512259172273,0.0139570198175953,-33145.39436965039,-29115.904693410925
595,0.013555287300795346,0.015808902389205036,-29700.744164587795,-25561.422222469286
596,0.02867832860119494,0.04902023623332221,-13515.022533402233,-7696.072753685731
597,0.01439816132763733,0.005471518661616142,-32194.43565350929,-31278.41480259081
598,0.014027585198578432,0.00513548998059103,-33083.15941684137,-33399.00735442324
599,0.016969490759405625,0.006172043201593657,-27111.0602841916,-27609.948068578848
600,0.01752473139193849,0.006527032253953719,-26211.928099061555,-26055.703340135824
601,0.010946717801236851,0.010946717801236851,-28987.98533385618,-28987.98533385618
602,0.011595796763048732,0.011595796763048732,-27300.466335958332,-27300.466335958332
603,0.013147804259639993,0.013147804259639993,-23950.02588763065,-23950.02588763065
604,0.014644364500608293,0.014644364500608293,-21400.771243585732,-21400.771243585732
605,0.0053453257043555875,0.004847195671909005,-26512.88193732232,-25158.23442098505
606,0.004425332860996664,0.003906876235953689,-32234.256878957363,-31443.112881628396
607,0.006465516037212743,0.006825607417221822,-21771.44428246232,-17650.447096340708
608,0.009238273202569687,0.011006397324645083,-15034.163916665659,-10745.982967333664
609,0.005927157334927106,0.004644701877245466,-25617.59799024428,-24014.032542015306
610,0.005570269252537517,0.004385302892559328,-27318.984886551658,-25484.48759361538
611,0.007987674733307063,0.007378886334244155,-18802.49278139325,-14868.716428945634
612,0.049421139496287195,0.06299748208230234,-2756.165594997294,-1540.6121693894618
613,0.0032763427103758317,0.0033046375555513285,-31665.525667996422,-31219.845357633
614,0.0033642287810402016,0.003430312642898695,-30811.442923442544,-30039.06724782322
615,0.004282749399249667,0.004599155340874078,-24008.820905842404,-22185.119893417548
616,0.005722579294266286,0.006515093019842964,-17788.634199687185,-15470.254042797993
617,0.0044250686060858385,0.003992253949445308,-31055.58909527093,-30197.25408533123
618,0.004375992291154485,0.003938958583547578,-31415.79920325333,-30619.65240886047
619,0.005606822714594865,0.00548924428860562,-24309.738355096946,-21723.111642225344
620,0.006360641747882713,0.006162332158959607,-21332.484508081066,-19271.04866886356
621,0.00409197577988051,0.004301698813566384,-32855.128897173214,-32419.64736167179
622,0.004156700361807343,0.004393386773421031,-32326.40780469832,-31720.31917649396
623,0.004732759618422164,0.005191018104178772,-28266.41278879279,-26692.505757526105
624,0.005373643984928489,0.005880323638777908,-24785.727143494376,-23460.31408721204
625,0.012396305155958113,0.012210917011522457,-32274.95589219753,-31623.439279501392
626,0.01224297184263748,0.012068952242485442,-32696.396424416555,-32011.191826773007
627,0.356265962648059,0.45564034698086237,-654.655156351737,-412.4469065654881
628,0.01595795234672667,0.01625713229638903,-24793.08931694041,-23453.76475733744
629,0.003998102628341566,0.004003186152455077,-32263.20777558955,-30926.363843449002
630,0.004467518885589917,0.004932486380894064,-28764.87253986089,-24921.70110358329
631,0.004709000089509945,0.005087452543295087,-27240.64847745451,-24136.670844148037
632,0.006012741966491513,0.0066950228530297555,-21152.279345417403,-18162.923077699827
633,0.006177995585112756,0.006652196529823874,-29955.433329020525,-25184.235573570455
634,0.005595989608138111,0.005212523789665583,-33187.56068226426,-32420.296291640498
635,0.006761558852279257,0.007012390990586876,-27280.838059805494,-23844.607662027152
636,0.007716586853156154,0.008277657723630446,-23787.949124253388,-20074.935697333545
637,0.009518860493004353,0.01053776580763242,-27377.178228765537,-26468.196427667906
638,0.007831359303644677,0.008549509345874251,-33527.17278582624,-32893.287020829564
639,0.009907058446077189,0.011767984576126978,-26262.839904238423,-23593.932713395072
640,0.01300334807700208,0.01810613233706449,-19785.52392054057,-15041.161696556506
641,0.00933615304836468,0.010419437715182936,-33009.931160590146,-31862.377753502275
642,0.009241733041279187,0.010434983523969824,-33360.45498519159,-31812.996541873974
643,0.010128009493964633,0.012061432872107307,-30331.106353845316,-27359.411237022014
644,0.011682955243481619,0.013920545536154103,-26141.314981695057,-23559.776846935452
645,0.009951682627340858,0.004547431772246379,-33199.50849207396,-33127.448530556285
646,0.009766876550626925,0.004417659613878616,-33852.910172349715,-34134.30291522925
647,0.012969194037426275,0.005516584718531579,-25197.554010991436,-27125.26059978557
648,0.011902342876355818,0.005271247523868564,-27556.329973438355,-28433.069664525723
649,0.018669846533540792,0.014742815662735123,-11543.828231476704,-9326.698614886815
650,0.007414388146478645,0.004967672267237491,-30223.325355134624,-28873.67828009777
651,0.014537063289501315,0.01376160804654157,-15000.218253090432,-10022.276223460292
652,0.06220766188129727,0.08449406374001396,-3191.109275021964,-1433.1492230208787
653,0.003414480933943854,0.0034438001061273637,-30925.870590227092,-30194.808554547388
654,0.0034872733631623964,0.003549402385387033,-30259.22453051002,-29267.17117852746
655,0.004318183875814749,0.004686547344277166,-24262.325804773132,-21959.016378109
656,0.0067349635851111055,0.007708000644077242,-15315.065937591615,-13115.71653854572
657,0.003266232774202034,0.003326503898401353,-32578.629222084346,-32217.053678927237
658,0.0032855648791783967,0.0033939010430234662,-32380.655448264723,-31556.406486464664
659,0.003979132326790419,0.004354123477731404,-26567.030394727528,-24392.928970810564
660,0.004741250235437913,0.005201111605538485,-22164.18859178677,-20296.043912654535
661,0.00912415002059845,0.006735683048887983,-33080.84211536534,-32637.780362850335
662,0.00924225514707281,0.006866136125508456,-32641.71730877427,-31995.244718422065
663,0.01015918522278209,0.007646072456078443,-29584.658102182435,-28617.39853049567
664,0.01099477027026345,0.008364789788559633,-27248.92172373932,-26069.874062462713
665,0.0058569226453787804,0.007850268144679493,-33282.88309093398,-32826.576073534656
666,0.005727117423901199,0.007625092411763624,-34064.3234590461,-33832.89678488728
667,0.013932174108997802,0.0267609489517269,-13524.643364539892,-9105.350450901342
668,0.007110298639850985,0.009690560337603984,-27224.17996767853,-26377.502743910627
669,0.0031519966862681545,0.0031616863986408737,-34290.675948934964,-33909.01318970978
670,0.0031464130645250227,0.003144953034181852,-34353.52251563538,-34095.35764070406
671,0.003620447669695178,0.0038046263515577367,-29717.663766196274,-28006.738798449216
672,0.0037961254636648427,0.003916244413110404,-28297.66863704432,-27182.18207716314
673,0.02075430719831669,0.01584285303187166,-31431.56278340173,-30021.85538585959
674,0.02049073821499075,0.017341765863214682,-31856.68868421597,-27311.04328886005
675,0.024042366988847538,0.020028227340600842,-26922.14205711969,-23481.207477848406
676,0.03000813995012975,0.025989928795257793,-21294.499310273797,-17844.000556294788
677,0.0054273198900323776,0.006590370850137171,-29945.325165253456,-23331.498353739295
678,0.004820219154319881,0.004683851933381365,-33856.32931192138,-33226.17667724555
679,0.005468051508006742,0.005771078828981637,-29714.455806323713,-26770.984199947387
680,0.007019269621584699,0.010015613871206681,-22940.976647221913,-15110.193701174201
681,0.006490002452415117,0.006368206407326568,-33639.410521608224,-33250.599148027024
682,0.006392122290972188,0.0062844528704330965,-34173.29432772549,-33709.81619496646
683,0.007204190177069382,0.007387621539210251,-30189.04634159859,-28506.978514907136
684,0.007325683924819212,0.007409451525393278,-29669.9948501441,-28419.873595760553
685,0.0065767790587943,0.007876704341869168,-33983.416540701466,-33254.91944534827
686,0.006487116271355198,0.007764490224556643,-34470.27731552625,-33753.735532351406
