bb_idx,MT_PredIG,WT_PredIG
424,0.010488,0.007736
425,0.000736,0.0004
426,0.000673,0.001232
427,0.003381,0.003381
428,0.000196,0.000196
429,0.059613,0.009979
430,0.036312,0.033285
431,0.034345,0.012549
432,0.118382,0.021002
433,0.001512,0.001512
434,0.019104,0.019104
435,0.057075,0.057075
436,0.013792,0.013792
437,7e-06,7e-06
438,0.004042,0.004042
439,0.003298,0.003298
440,0.001463,0.001463
441,0.003497,0.003497
442,0.076746,0.076746
443,0.056695,0.056695
444,0.119537,0.119537
445,0.00029,0.00029
446,0.004665,0.004665
447,0.000538,0.000538
448,0.013924,0.013924
449,0.007972,0.007972
450,0.072163,0.072163
451,0.142606,0.142606
452,0.006104,0.002846
453,0.00042,0.002163
454,0.01583,0.046892
455,0.023908,0.02984
456,0.027764,0.143194
457,0.009713,0.001712
458,0.033285,0.006979
459,0.036312,0.007633
460,0.036312,0.006979
461,0.019581,0.008335
462,0.012099,0.007027
463,0.038978,0.015609
464,0.056718,0.031692
465,0.00083,0.000324
466,0.001146,0.000382
467,0.000709,0.000856
468,0.001632,0.001026
469,0.025628,0.009979
470,0.038978,0.002695
471,0.033285,0.033285
472,0.056718,0.033546
473,0.001737,0.0007
474,0.000384,0.000234
475,0.00242,0.009473
476,0.003489,0.003489
477,0.002073,0.004652
478,0.000802,0.004203
479,0.023816,0.008459
480,0.004519,0.023816
481,0.000328,0.000814
482,0.000438,0.000303
483,0.010787,0.00449
484,0.001755,0.00137
485,0.060822,0.009979
486,0.116949,0.020268
487,0.116949,0.056718
488,0.135621,0.135621
489,0.004831,0.004551
490,0.0008,8.6e-05
491,0.005926,0.003065
492,0.007157,0.00796
493,8.8e-05,8.8e-05
494,0.001028,0.001028
495,0.00656,0.00656
496,0.002109,0.002109
497,0.000722,0.000722
498,0.014335,0.014335
499,0.001652,0.001652
500,0.001652,0.001652
501,0.007759,0.007759
502,0.076746,0.076746
503,0.046705,0.046705
504,0.022396,0.022396
505,0.000324,0.008461
506,0.000856,0.013166
507,0.00023,0.001022
508,0.000485,0.001688
509,0.019844,0.001712
510,0.115987,0.032837
511,0.036312,0.006979
512,0.018856,0.001565
513,0.00808,0.008448
514,0.036312,0.014282
515,0.072163,0.015609
516,0.072163,0.015609
517,0.000269,0.000324
518,0.001047,0.000382
519,0.000709,0.001111
520,0.00092,0.000361
521,0.009979,0.00808
522,0.038978,0.002695
523,0.072163,0.036312
524,0.072163,0.049532
525,0.001215,0.001084
526,0.010839,0.000235
527,8.4e-05,0.000384
528,0.010839,0.010839
529,0.005411,0.001899
530,0.001715,0.001715
531,0.008459,0.007736
532,0.003035,0.007736
533,0.000328,0.000331
534,0.00137,0.000303
535,0.001602,0.001122
536,0.000916,0.00137
537,0.009979,0.008908
538,0.116949,0.024887
539,0.115987,0.033285
540,0.036387,0.135621
541,0.007201,0.004551
542,0.000361,0.000918
543,0.018464,0.002536
544,0.007157,0.000888
545,0.007759,3.8e-05
546,0.022901,0.001051
547,0.066118,0.004824
548,0.061716,0.001549
549,0.000712,0.000712
550,0.00265,0.00265
551,0.000634,0.000634
552,0.001652,0.001652
553,0.000633,0.000633
554,0.014335,0.014335
555,0.001652,0.001652
556,0.001652,0.001652
557,0.007744,0.001363
558,0.036312,0.006979
559,0.069061,0.002951
560,0.002706,0.001876
561,0.019844,0.004111
562,0.033285,0.065414
563,0.036312,0.014282
564,0.00548,0.024365
565,0.001342,0.001619
566,0.000709,0.002495
567,0.000709,0.001111
568,0.001632,0.002495
569,0.019844,0.009713
570,0.033285,0.002463
571,0.072163,0.036312
572,0.036312,0.015134
573,0.001084,0.002437
574,0.003817,0.000215
575,0.003489,0.003489
576,0.010839,0.010839
577,0.016748,0.002701
578,0.000878,0.000479
579,0.008459,0.002774
580,0.011706,0.018512
581,0.000736,0.0004
582,0.000174,0.001271
583,0.000683,0.000184
584,0.001755,0.000479
585,0.009979,0.019581
586,0.135621,0.009686
587,0.135621,0.038978
588,0.036387,0.038978
589,0.001695,0.00224
590,0.000361,0.000837
591,0.00014,0.000508
592,0.003612,0.003065
593,0.003826,9.2e-05
594,0.057634,0.000892
595,0.099599,0.000465
596,0.056695,0.001549
597,0.004747,0.000187
598,0.022901,0.002737
599,0.155936,0.001213
600,0.018324,0.001458
601,0.00035,0.00035
602,0.00265,0.00265
603,0.001215,0.001215
604,0.000634,0.000634
605,0.019581,0.00337
606,0.072163,0.015609
607,0.002173,0.001863
608,0.001381,0.001184
609,0.001342,0.001619
610,0.002068,0.002495
611,0.000709,0.000856
612,0.000135,0.000207
613,0.008908,0.008908
614,0.033285,0.002463
615,0.072163,0.036312
616,0.072163,0.016538
617,0.001084,0.002437
618,0.003817,0.000215
619,0.010839,0.003817
620,0.008401,0.014929
621,0.016748,0.002701
622,0.023816,0.000524
623,0.046908,0.018512
624,0.003407,0.046908
625,0.000384,0.000736
626,0.000715,0.000159
627,9.4e-05,0.000197
628,0.002386,0.001863
629,0.009979,0.00808
630,0.005803,0.012964
631,0.135621,0.072163
632,0.014265,0.072163
633,0.002066,0.001836
634,0.000779,0.000247
635,0.00796,0.002536
636,0.003612,0.003065
637,0.007759,0.000287
638,0.041579,0.001051
639,0.04057,0.000892
640,0.04057,0.000432
641,0.029122,9.8e-05
642,0.057634,0.000976
643,0.068567,0.001213
644,0.099599,0.001213
645,0.05845,0.000614
646,0.041579,0.002311
647,0.00893,0.001213
648,0.068567,0.005217
649,0.000269,0.000324
650,0.000709,0.000856
651,0.000709,0.001129
652,0.000417,0.000207
653,0.00808,0.019844
654,0.033285,0.002463
655,0.072163,0.036312
656,0.036312,0.033285
657,0.003164,0.001215
658,0.010839,0.000235
659,0.000588,0.010839
660,0.008401,0.005682
661,0.016748,0.007018
662,0.012563,0.000524
663,0.039886,0.046908
664,0.006129,0.05586
665,0.001001,0.001001
666,0.000971,0.000617
667,0.001639,0.001319
668,0.001244,0.000971
669,0.038973,0.060822
670,0.122322,0.013595
671,0.116949,0.135621
672,0.029965,0.075514
673,0.003084,0.002066
674,2.6e-05,0.000286
675,0.003065,0.002536
676,0.001387,0.002536
677,0.000681,0.000115
678,0.001344,0.002737
679,0.001395,0.000465
680,0.000988,0.000432
681,0.019011,0.000614
682,0.03801,0.002737
683,0.002937,0.000331
684,0.015519,0.001426
685,0.022917,0.000614
686,0.114126,0.002737
687,0.263841,0.001213
688,0.28014,0.001024
689,0.002521,0.002521
690,0.206239,0.206239
691,0.434202,0.434202
692,0.485978,0.485978
693,0.015,0.015
694,0.038473,0.038473
695,0.222469,0.222469
696,0.213689,0.213689
697,0.01748,0.01748
698,0.116796,0.116796
699,0.041091,0.041091
700,0.041091,0.041091
701,0.329546,0.329546
702,0.236728,0.236728
703,0.193256,0.193256
704,0.173151,0.173151
705,0.728099,0.728099
706,0.320098,0.320098
707,0.053473,0.053473
708,0.275279,0.275279
709,0.983276,0.983276
710,0.298761,0.298761
711,0.137067,0.137067
712,0.573415,0.573415
713,0.104972,0.104972
714,0.162576,0.162576
715,0.121931,0.121931
716,0.070532,0.070532
717,0.976945,0.976945
718,0.900319,0.900319
719,0.638235,0.638235
720,0.791484,0.791484
721,0.953448,0.953448
722,0.900319,0.900319
723,0.775852,0.775852
724,0.894167,0.894167
725,0.461616,0.461616
726,0.08993,0.08993
727,0.04307,0.04307
728,0.172707,0.172707
729,0.820042,0.820042
730,0.672265,0.672265
731,0.794992,0.794992
732,0.821242,0.821242
733,0.030159,0.016748
734,0.082444,0.046908
735,0.044941,0.025127
736,0.060952,0.034333
737,0.006961,0.059613
738,0.040135,0.116949
739,0.009963,0.01986
740,0.009963,0.007827
741,0.000832,0.000141
742,0.000176,0.000153
743,0.000531,0.000166
744,0.00014,5.3e-05
745,0.000115,0.000115
746,5.1e-05,8.9e-05
747,0.000465,0.000465
748,0.002752,0.00052
749,0.000235,0.000614
750,0.000263,0.002124
751,0.004477,0.01249
752,0.000465,0.000465
753,0.000187,0.000187
754,0.00041,0.00041
755,0.000465,0.001213
756,0.000465,0.000465
757,0.053251,0.053251
758,0.455057,0.455057
759,0.688508,0.688508
760,0.219498,0.219498
761,0.000304,0.000304
762,0.037955,0.037955
763,0.138518,0.138518
764,0.016533,0.016533
765,0.01257,0.01257
766,0.515722,0.515722
767,0.400476,0.400476
768,0.663349,0.663349
769,0.226398,0.226398
770,0.90185,0.90185
771,0.95302,0.95302
772,0.900771,0.900771
773,0.974158,0.974158
774,0.59078,0.59078
775,0.331456,0.331456
776,0.829131,0.829131
777,0.913719,0.913719
778,0.183038,0.183038
779,0.809794,0.809794
780,0.423455,0.423455
781,0.976945,0.976945
782,0.763739,0.763739
783,0.901769,0.901769
784,0.853046,0.853046
785,0.95114,0.95114
786,0.536584,0.536584
787,0.950427,0.950427
788,0.732851,0.732851
789,0.776255,0.776255
790,0.69758,0.69758
791,0.168535,0.168535
792,0.390841,0.390841
793,0.820042,0.820042
794,0.797234,0.797234
795,0.721248,0.721248
796,0.701966,0.701966
797,0.00439,0.002409
798,0.027457,0.015229
799,0.033288,0.018512
800,0.01949,0.010771
801,0.005366,0.009979
802,0.00378,0.005899
803,0.099826,0.135621
804,0.020416,0.032096
805,0.001001,8.9e-05
806,0.001026,0.000142
807,0.001026,0.000913
808,0.00041,0.001424
809,0.000115,0.000115
810,0.001987,0.002141
811,0.004477,0.00075
812,0.000783,0.000783
813,0.000141,0.000141
814,0.000524,0.000524
815,0.001546,0.004824
816,0.000395,0.000297
817,0.000287,0.000287
818,0.004477,0.001546
819,0.000481,0.000481
820,0.002141,0.002141
821,0.015671,0.015671
822,0.010885,0.010885
823,0.049737,0.049737
824,0.026107,0.026107
825,0.234842,0.234842
826,0.850603,0.850603
827,0.948779,0.948779
828,0.914857,0.914857
829,0.002004,0.002004
830,0.024453,0.024453
831,0.022422,0.022422
832,0.030747,0.030747
833,0.977164,0.977164
834,0.59778,0.59778
835,0.288947,0.288947
836,0.353138,0.353138
837,0.419903,0.419903
838,0.005264,0.005264
839,0.00975,0.00975
840,0.001088,0.001088
841,0.97354,0.97354
842,0.74762,0.74762
843,0.901769,0.901769
844,0.791484,0.791484
845,0.980065,0.980065
846,0.831792,0.831792
847,0.922196,0.922196
848,0.74762,0.74762
849,0.54934,0.54934
850,0.013544,0.013544
851,0.321409,0.321409
852,0.394532,0.394532
853,0.628631,0.628631
854,0.877771,0.877771
855,0.733484,0.733484
856,0.585365,0.585365
857,0.03079,0.017104
858,0.082444,0.046908
859,0.082444,0.046908
860,0.071406,0.040418
861,0.016613,0.050791
862,0.017876,0.030861
863,0.034091,0.158684
864,0.034548,0.118382
865,0.00272,0.000199
866,0.000807,0.000237
867,0.00272,0.000193
868,9.9e-05,0.000424
869,0.002551,0.002551
870,0.061716,0.061716
871,0.056695,0.056695
872,0.028324,0.012293
873,0.000518,0.000518
874,0.000812,0.000812
875,0.01249,0.01249
876,0.000127,8.3e-05
877,0.000287,0.000287
878,0.000213,0.000336
879,0.004824,0.004824
880,0.000395,0.000297
881,0.334533,0.334533
882,0.969874,0.969874
883,0.865919,0.865919
884,0.9571,0.9571
885,0.140873,0.140873
886,0.971439,0.971439
887,0.832116,0.832116
888,0.96628,0.96628
889,0.272637,0.272637
890,0.020575,0.020575
891,0.006874,0.006874
892,0.031776,0.031776
893,0.522478,0.522478
894,0.138279,0.138279
895,0.044606,0.044606
896,0.211278,0.211278
897,0.983809,0.983809
898,0.74762,0.74762
899,0.693769,0.693769
900,0.791484,0.791484
901,0.980316,0.980316
902,0.88545,0.88545
903,0.876549,0.876549
904,0.775852,0.775852
905,0.691103,0.691103
906,0.055387,0.055387
907,0.08993,0.08993
908,0.102205,0.102205
909,0.953448,0.953448
910,0.900319,0.900319
911,0.886189,0.886189
912,0.906012,0.906012
913,0.012738,0.007018
914,0.082444,0.046908
915,0.082444,0.046908
916,0.000525,0.000288
917,0.010692,0.022847
918,0.040135,0.116949
919,0.02957,0.102609
920,0.02932,0.101804
921,0.003696,0.00027
922,0.00044,0.000123
923,0.00272,0.000193
924,9.9e-05,0.000424
925,0.000115,0.000115
926,0.000892,0.000432
927,0.000465,0.000465
928,0.00024,0.00028
929,0.007865,0.007865
930,0.030232,0.021635
931,0.066118,0.066118
932,0.00893,0.003026
933,0.000614,0.000614
934,0.000812,0.000812
935,0.014977,0.010563
936,0.000892,0.00067
937,0.588597,0.588597
938,0.975881,0.975881
939,0.948047,0.948047
940,0.975828,0.975828
941,0.903459,0.903459
942,0.927791,0.927791
943,0.972299,0.972299
944,0.968497,0.968497
945,0.679798,0.679798
946,0.369549,0.369549
947,0.1086,0.1086
948,0.295143,0.295143
949,0.976945,0.976945
950,0.74762,0.74762
951,0.67383,0.67383
952,0.906637,0.906637
953,0.980316,0.980316
954,0.88545,0.88545
955,0.901813,0.901813
956,0.876549,0.876549
957,0.397059,0.397059
958,0.033933,0.033933
959,0.103257,0.103257
960,0.117118,0.117118
961,0.976469,0.976469
962,0.928239,0.928239
963,0.780529,0.780529
964,0.860468,0.860468
965,0.261664,0.162564
966,0.11278,0.065095
967,0.008657,0.004761
968,0.006241,0.003428
969,0.006961,0.059613
970,0.010693,0.135621
971,0.047859,0.116949
972,0.000109,0.001069
973,0.001632,0.000327
974,0.000122,6.4e-05
975,0.000856,0.000262
976,0.000134,0.000576
977,0.003826,0.007759
978,0.053823,0.01004
979,0.155936,0.066118
980,0.01676,0.005708
981,0.000614,0.000614
982,0.000812,0.000686
983,0.001076,0.001506
984,0.000331,0.000386
985,0.001842,0.001842
986,0.021236,0.021236
987,0.04512,0.04512
988,0.037519,0.014107
989,0.570198,0.570198
990,0.041978,0.041978
991,0.044579,0.044579
992,0.091901,0.091901
993,0.369355,0.369355
994,0.058953,0.058953
995,0.038834,0.038834
996,0.295143,0.295143
997,0.824809,0.824809
998,0.176392,0.176392
999,0.33758,0.33758
1000,0.478631,0.478631
1001,0.981633,0.981633
1002,0.74762,0.74762
1003,0.805663,0.805663
1004,0.852466,0.852466
1005,0.499776,0.499776
1006,0.055387,0.055387
1007,0.312446,0.312446
1008,0.10975,0.10975
1009,0.980065,0.980065
1010,0.88545,0.88545
1011,0.861254,0.861254
1012,0.860468,0.860468
1013,0.195788,0.28725
1014,0.064234,0.102038
1015,0.028532,0.023153
1016,0.01309,0.015973
1017,0.139793,0.240718
1018,0.064596,0.213205
1019,0.006417,0.022752
1020,0.001773,0.005163
1021,0.001597,0.00027
1022,0.001044,0.000193
1023,0.000612,0.000262
1024,0.000503,0.000223
1025,0.032974,0.030413
1026,0.113264,0.113264
1027,0.176232,0.176232
1028,0.240472,0.104116
1029,0.029122,0.029122
1030,0.022396,0.022396
1031,0.099599,0.099599
1032,0.00893,0.007857
1033,0.000998,0.0026
1034,0.00359,0.00359
1035,0.008417,0.01139
1036,0.005991,0.004482
1037,0.233659,0.233659
1038,0.035935,0.035935
1039,0.007102,0.007102
1040,0.056725,0.056725
1041,0.759897,0.759897
1042,0.979557,0.979557
1043,0.928589,0.928589
1044,0.937964,0.937964
1045,0.619992,0.619992
1046,0.430042,0.430042
1047,0.18562,0.18562
1048,0.381,0.381
1049,0.222769,0.222769
1050,0.011025,0.011025
1051,0.032087,0.032087
1052,0.014785,0.014785
1053,0.920225,0.920225
1054,0.48342,0.48342
1055,0.490357,0.490357
1056,0.52055,0.52055
1057,0.334344,0.213447
1058,0.255547,0.156446
1059,0.174428,0.052714
1060,0.03583,0.014626
1061,0.058889,0.091619
1062,0.067201,0.358567
1063,0.091907,0.319959
1064,0.008493,0.013618
1065,0.066719,0.011925
1066,0.001789,0.002168
1067,0.00647,0.003092
1068,0.000599,0.000686
1069,0.056949,0.056949
1070,0.350296,0.584527
1071,0.335804,0.335804
1072,0.012077,0.012077
1073,0.061195,0.056733
1074,0.114942,0.114942
1075,0.199944,0.147896
1076,0.160937,0.020147
1077,0.008118,0.008118
1078,0.008377,0.021567
1079,0.157512,0.157512
1080,0.018021,0.006143
1081,0.000103,0.000103
1082,0.000217,0.000217
1083,0.000503,0.000503
1084,6.4e-05,6.4e-05
1085,0.025983,0.025983
1086,0.05279,0.05279
1087,0.000626,0.000626
1088,0.033231,0.033231
1089,0.008335,0.008335
1090,0.024679,0.024679
1091,0.014282,0.014282
1092,0.001888,0.001888
1093,0.001212,0.00354
1094,0.0014,0.004089
1095,0.0015,0.00438
1096,0.001665,0.003318
1097,0.04676,0.04676
1098,0.108186,0.108186
1099,0.660657,0.660657
1100,0.410193,0.410193
1101,0.000324,0.009834
1102,0.000856,0.019508
1103,0.000302,0.028651
1104,0.010621,0.024622
1105,0.00808,0.004881
1106,0.118382,0.036585
1107,0.056718,0.01134
1108,0.056718,0.021522
1109,0.008908,0.003768
1110,0.135621,0.061937
1111,0.02086,0.001079
1112,0.056718,0.016781
1113,0.001355,0.001001
1114,0.000175,5.2e-05
1115,0.000709,0.000856
1116,0.00085,0.001026
1117,0.009979,0.008908
1118,0.135621,0.042122
1119,0.056718,0.038978
1120,0.293848,0.033546
1121,0.001084,0.001084
1122,0.021628,0.021628
1123,0.000159,0.000722
1124,0.000699,0.010839
1125,0.001067,9.8e-05
1126,0.000311,0.000312
1127,0.000636,0.000465
1128,0.000652,0.000465
1129,0.000518,0.000255
1130,0.000589,0.001879
1131,5.1e-05,0.000524
1132,0.001213,0.004746
1133,0.00057,0.00057
1134,0.000165,0.000165
1135,0.00073,0.00073
1136,0.003543,0.003543
1137,0.003768,0.003768
1138,0.050087,0.050087
1139,0.014397,0.014397
1140,0.024679,0.024679
1141,0.008335,0.008335
1142,0.007027,0.007027
1143,0.022087,0.022087
1144,0.015609,0.015609
1145,0.001184,0.003458
1146,0.00095,0.002775
1147,0.002226,0.006488
1148,0.002989,0.007321
1149,0.003199,0.003199
1150,0.148803,0.148803
1151,0.058339,0.058339
1152,0.124542,0.124542
1153,0.000548,0.001932
1154,0.044056,0.136868
1155,0.021115,0.053823
1156,0.256017,0.291044
1157,0.023531,0.004196
1158,0.005393,0.004136
1159,0.015134,0.006979
1160,0.00378,0.004136
1161,0.019844,0.004111
1162,0.020416,0.004136
1163,0.049532,0.019645
1164,0.072163,0.007027
1165,0.000269,0.000324
1166,0.001047,0.000382
1167,0.002068,0.000809
1168,0.000299,0.004389
1169,0.019844,0.009713
1170,0.063932,0.004874
1171,0.0029,0.015134
1172,0.027833,0.015134
1173,0.002095,0.000679
1174,0.00156,0.007493
1175,0.016634,0.016634
1176,0.00156,0.00156
1177,0.000117,0.000115
1178,0.001906,0.001768
1179,0.000783,0.000783
1180,0.002105,0.000395
1181,0.000187,0.000141
1182,0.00044,0.000783
1183,0.001709,0.001709
1184,0.002141,0.002141
1185,0.000614,9.8e-05
1186,0.000432,0.000395
1187,0.004477,0.000993
1188,0.01249,0.001826
1189,0.008335,0.008335
1190,0.016781,0.016781
1191,0.004654,0.004654
1192,0.014282,0.014282
1193,0.002567,0.007477
1194,0.00048,0.001404
1195,0.000869,0.00254
1196,0.002089,0.00609
1197,0.007972,0.007972
1198,0.072163,0.072163
1199,0.142606,0.142606
1200,0.006104,0.002846
1201,0.00042,0.002163
1202,0.01583,0.046892
1203,0.023908,0.02984
1204,0.027764,0.143194
1205,0.009713,0.001712
1206,0.033285,0.006979
1207,0.036312,0.007633
1208,0.036312,0.006979
1209,0.019581,0.008335
1210,0.012099,0.007027
1211,0.038978,0.015609
1212,0.056718,0.031692
1213,0.00083,0.000324
1214,0.001146,0.000382
1215,0.000709,0.000856
1216,0.001632,0.001026
1217,0.025628,0.009979
1218,0.038978,0.002695
1219,0.033285,0.033285
1220,0.056718,0.033546
1221,0.001737,0.0007
1222,0.000384,0.000234
1223,0.00242,0.009473
1224,0.003489,0.003489
1225,5.2e-05,0.000117
1226,0.00082,0.004295
1227,0.000892,0.000432
1228,0.000652,0.000892
1229,0.000115,0.000287
1230,0.000395,0.000892
1231,0.004877,0.003029
1232,0.001249,0.000892
1233,0.001067,9.8e-05
1234,0.001024,0.001276
1235,0.001024,0.000465
1236,0.004746,0.003443
1237,0.003396,0.009877
1238,0.00048,0.001404
1239,0.000439,0.001285
1240,0.002089,0.00609
1241,0.059613,0.059613
1242,0.056718,0.056718
1243,0.010988,0.010988
1244,0.008288,0.003869
1245,0.000324,0.008461
1246,0.000856,0.013166
1247,0.00023,0.001022
1248,0.000485,0.001688
1249,0.019844,0.001712
1250,0.115987,0.032837
1251,0.036312,0.006979
1252,0.018856,0.001565
1253,0.00808,0.008448
1254,0.036312,0.014282
1255,0.072163,0.015609
1256,0.072163,0.015609
1257,0.000269,0.000324
1258,0.001047,0.000382
1259,0.000709,0.001111
1260,0.00092,0.000361
1261,0.009979,0.00808
1262,0.038978,0.002695
1263,0.072163,0.036312
1264,0.072163,0.049532
1265,0.001215,0.001084
1266,0.010839,0.000235
1267,8.4e-05,0.000384
1268,0.010839,0.010839
1269,0.000291,0.000141
1270,0.001208,0.001208
1271,0.000432,0.000395
1272,0.000605,0.000395
1273,0.000115,0.000117
1274,0.000892,0.000892
1275,0.000218,0.001043
1276,0.000652,0.000892
1277,9.8e-05,0.000187
1278,0.001024,0.002737
1279,0.001504,0.000395
1280,0.001698,0.001213
1281,0.009979,0.009979
1282,0.038978,0.038978
1283,0.024483,0.024483
1284,0.003193,0.001486
1285,0.001619,0.00439
1286,0.000302,0.013166
1287,0.000292,0.001597
1288,0.000397,0.000489
1289,0.007744,0.001363
1290,0.036312,0.006979
1291,0.069061,0.002951
1292,0.002706,0.001876
1293,0.019844,0.004111
1294,0.033285,0.065414
1295,0.036312,0.014282
1296,0.00548,0.024365
1297,0.001342,0.001619
1298,0.000709,0.002495
1299,0.000709,0.001111
1300,0.001632,0.002495
1301,0.019844,0.009713
1302,0.033285,0.002463
1303,0.072163,0.036312
1304,0.036312,0.015134
1305,0.001084,0.002437
1306,0.003817,0.000215
1307,0.003489,0.003489
1308,0.010839,0.010839
1309,0.000614,9.8e-05
1310,0.000308,0.000571
1311,0.000432,0.000553
1312,0.001698,0.000465
1313,0.000187,0.000141
1314,0.000847,0.000213
1315,0.000524,5.1e-05
1316,0.001249,0.000432
1317,9.8e-05,0.000287
1318,0.001213,0.001051
1319,0.001213,0.000465
1320,0.001698,0.000465
1321,0.001619,0.009834
1322,0.000856,0.013166
1323,0.000276,0.004287
1324,0.000503,0.001752
1325,0.009979,0.002173
1326,0.072163,0.007633
1327,0.004476,0.00031
1328,0.002846,0.000691
1329,0.019581,0.00337
1330,0.072163,0.015609
1331,0.002173,0.001863
1332,0.001381,0.001184
1333,0.001342,0.001619
1334,0.002068,0.002495
1335,0.000709,0.000856
1336,0.000135,0.000207
1337,0.008908,0.008908
1338,0.033285,0.002463
1339,0.072163,0.036312
1340,0.072163,0.016538
1341,0.001084,0.002437
1342,0.003817,0.000215
1343,0.010839,0.003817
1344,0.008401,0.014929
1345,0.000614,9.8e-05
1346,0.000892,0.000625
1347,0.001213,0.000465
1348,0.002515,0.001213
1349,9.8e-05,0.000187
1350,0.000465,0.000625
1351,6.7e-05,0.000139
1352,0.001698,0.001213
1353,9.8e-05,0.000221
1354,0.000231,0.00052
1355,0.001213,0.000892
1356,0.000652,0.000892
1357,0.009979,0.002173
1358,0.038978,0.021522
1359,0.04819,0.003688
1360,0.002846,0.000242
1361,0.059613,0.025983
1362,0.135621,0.024679
1363,0.003869,0.000626
1364,0.003869,0.000626
1365,0.000269,0.000324
1366,0.000709,0.000856
1367,0.000709,0.001129
1368,0.000417,0.000207
1369,0.00808,0.019844
1370,0.033285,0.002463
1371,0.072163,0.036312
1372,0.036312,0.033285
1373,0.003164,0.001215
1374,0.010839,0.000235
1375,0.000588,0.010839
1376,0.008401,0.005682
1377,0.000614,0.000255
1378,0.000465,0.000625
1379,0.001024,0.001213
1380,0.001506,0.001458
1381,0.000614,0.000614
1382,0.001024,0.001753
1383,0.000646,0.00052
1384,0.001506,0.001024
1385,0.001267,0.001067
1386,0.005662,0.00148
1387,0.001024,0.001213
1388,0.00729,0.001076
1389,0.006137,0.006137
1390,0.004108,0.003148
1391,0.000501,0.00073
1392,0.017745,0.025083
1393,0.002617,0.002617
1394,8.1e-05,8.1e-05
1395,4.7e-05,9.6e-05
1396,0.002147,0.004109
1397,0.024571,0.01222
1398,0.024476,0.028866
1399,0.004778,0.001941
1400,0.053926,0.026873
1401,0.016367,0.029444
1402,0.003014,0.003014
1403,0.002846,0.013883
1404,0.041806,0.041806
1405,0.001719,0.006353
1406,0.000194,0.002445
1407,0.000122,0.002445
1408,0.001172,0.002004
1409,0.001287,0.001287
1410,0.001395,0.001395
1411,0.001564,0.001564
1412,0.009536,0.009536
1413,0.002551,0.002551
1414,0.066118,0.066118
1415,0.119537,0.119537
1416,0.286508,0.286508
1417,0.027093,0.027093
1418,0.115865,0.115865
1419,0.110209,0.110209
1420,0.115865,0.115865
1421,0.000857,0.000857
1422,0.004109,0.001441
1423,0.001546,0.002038
1424,0.001821,0.004072
1425,0.009747,0.009747
1426,0.026873,0.026873
1427,0.024612,0.024612
1428,0.087722,0.108652
1429,0.014658,0.014658
1430,0.035715,0.035715
1431,0.004793,0.04356
1432,0.016261,0.04873
1433,0.00076,0.00076
1434,0.003419,0.002004
1435,0.000278,0.00766
1436,0.00316,0.00316
1437,0.000243,0.000243
1438,0.000538,0.000589
1439,0.005522,0.005522
1440,0.000861,0.002124
1441,0.002551,0.002551
1442,0.076746,0.076746
1443,0.056695,0.056695
