bb_idx,MT_BigMHC,WT_BigMHC
1450,0.01302,0.017614
1451,0.015196,0.01611
1452,0.012018,0.016315
1453,0.001871,0.002961
1454,0.012978,0.018337
1455,0.010326,0.015306
1456,0.009148,0.010944
1457,0.000375,0.000514
1458,0.032515,0.038952
1459,0.036784,0.046566
1460,0.021437,0.021899
1461,0.001158,0.001159
1462,0.116051,0.064446
1463,0.036242,0.008414
1464,0.020114,0.007033
1465,0.003321,0.003072
1466,0.01286,0.013075
1467,0.050328,0.057536
1468,0.021068,0.026337
1469,0.001327,0.001327
1470,0.00874,0.00874
1471,0.028165,0.028165
1472,0.013856,0.013856
1473,0.003212,0.002832
1474,0.049508,0.0436
1475,0.043474,0.063419
1476,0.009619,0.008023
1477,0.000427,0.000623
1478,0.00942,0.015543
1479,0.007906,0.006481
1480,0.003731,0.005757
1481,0.001584,0.00186
1482,0.073159,0.086309
1483,0.066059,0.059948
1484,0.072729,0.095148
1485,0.003697,0.003545
1486,0.078077,0.061184
1487,0.068026,0.044021
1488,0.027241,0.019034
1489,0.000852,0.000805
1490,0.002211,0.002302
1491,0.011331,0.013365
1492,0.008543,0.009613
1493,0.000998,0.00081
1494,0.024968,0.03288
1495,0.055733,0.060201
1496,0.004605,0.004213
1497,0.003701,0.005941
1498,0.037471,0.051738
1499,0.03681,0.027106
1500,0.050049,0.101013
1501,0.011462,0.013792
1502,0.072021,0.083175
1503,0.13478,0.134421
1504,0.103896,0.140736
1505,0.005996,0.005332
1506,0.016772,0.013146
1507,0.090943,0.026962
1508,0.028126,0.023914
1509,0.007073,0.00454
1510,0.072578,0.064247
1511,0.111073,0.110893
1512,0.033644,0.044408
1513,0.015042,0.022794
1514,0.028146,0.038733
1515,0.053798,0.060675
1516,0.05803,0.103108
1517,0.011545,0.009562
1518,0.02455,0.027642
1519,0.153118,0.18612
1520,0.051644,0.064379
1521,0.013177,0.01223
1522,0.058119,0.059487
1523,0.155771,0.137302
1524,0.057674,0.063404
1525,0.008849,0.009646
1526,0.009121,0.012042
1527,0.075488,0.084852
1528,0.025449,0.039792
1529,0.001369,0.001369
1530,0.041623,0.041623
1531,0.047202,0.047202
1532,0.0112,0.0112
1533,0.000983,0.000983
1534,0.089408,0.089408
1535,0.005214,0.005214
1536,0.002502,0.002502
1537,0.004212,0.004212
1538,0.318359,0.318359
1539,0.041184,0.041184
1540,0.015284,0.015284
1541,0.012322,0.012322
1542,0.269659,0.269659
1543,0.012519,0.012519
1544,0.012935,0.012935
1545,0.017019,0.017019
1546,0.03537,0.03537
1547,0.030214,0.030214
1548,0.013137,0.013137
1549,0.071245,0.071245
1550,0.098569,0.098569
1551,0.300127,0.300127
1552,0.400328,0.400328
1553,0.02605,0.009373
1554,0.112345,0.171192
1555,0.033618,0.015076
1556,0.011833,0.01089
1557,0.006276,0.005106
1558,0.188461,0.216074
1559,0.047108,0.085705
1560,0.129175,0.119924
1561,0.00076,0.001041
1562,0.085277,0.096188
1563,0.027391,0.02695
1564,0.02749,0.024343
1565,0.007291,0.008634
1566,0.041714,0.039336
1567,0.025789,0.043116
1568,0.010073,0.012858
1569,0.003559,0.00228
1570,0.046519,0.058577
1571,0.020381,0.013524
1572,0.048444,0.035035
1573,0.001,0.001191
1574,0.037177,0.020767
1575,0.015929,0.016003
1576,0.001046,0.002248
1577,0.005094,0.008305
1578,0.057988,0.044258
1579,0.09374,0.059124
1580,0.014686,0.015382
1581,0.000804,0.000804
1582,0.17827,0.17827
1583,0.022803,0.022803
1584,0.006669,0.006669
1585,0.00255,0.00255
1586,0.287427,0.287427
1587,0.007258,0.007258
1588,0.008694,0.008694
1589,0.004163,0.004163
1590,0.417744,0.417744
1591,0.015398,0.015398
1592,0.015405,0.015405
1593,0.021195,0.021195
1594,0.063439,0.063439
1595,0.011219,0.011219
1596,0.00686,0.00686
1597,0.068459,0.068459
1598,0.028582,0.028582
1599,0.121634,0.121634
1600,0.285431,0.285431
1601,0.045883,0.025268
1602,0.040707,0.026199
1603,0.206597,0.145004
1604,0.040773,0.038781
1605,0.012062,0.009327
1606,0.196958,0.366043
1607,0.008487,0.006478
1608,0.033032,0.024154
1609,0.001015,0.001381
1610,0.047662,0.04133
1611,0.014901,0.017287
1612,0.010191,0.012669
1613,0.003532,0.00365
1614,0.02179,0.023776
1615,0.017152,0.028775
1616,0.024895,0.029691
1617,0.002562,0.002167
1618,0.021811,0.016277
1619,0.013097,0.008742
1620,0.02193,0.01789
1621,0.000628,0.000434
1622,0.04572,0.055888
1623,0.037881,0.040092
1624,0.003787,0.00332
1625,0.002638,0.003528
1626,0.008971,0.008026
1627,0.020706,0.028941
1628,0.006089,0.008529
1629,0.001035,0.001035
1630,0.603852,0.603852
1631,0.032435,0.032435
1632,0.021582,0.021582
1633,0.001678,0.001678
1634,0.395475,0.395475
1635,0.012484,0.012484
1636,0.012102,0.012102
1637,0.007507,0.007507
1638,0.077662,0.077662
1639,0.025217,0.025217
1640,0.018598,0.018598
1641,0.048881,0.048881
1642,0.05085,0.05085
1643,0.06298,0.06298
1644,0.20072,0.20072
1645,0.015885,0.009756
1646,0.013436,0.010124
1647,0.06077,0.040731
1648,0.016247,0.017737
1649,0.018529,0.023521
1650,0.039191,0.093132
1651,0.097249,0.108586
1652,0.064648,0.042365
1653,0.00416,0.004562
1654,0.239129,0.240699
1655,0.003735,0.003743
1656,0.003728,0.003471
1657,0.002553,0.002706
1658,0.016204,0.019389
1659,0.012438,0.020167
1660,0.012902,0.01395
1661,0.00056,0.000512
1662,0.017808,0.016772
1663,0.038073,0.035802
1664,0.027428,0.022429
1665,0.000338,0.000302
1666,0.034237,0.035054
1667,0.02508,0.030112
1668,0.003478,0.003051
1669,0.000796,0.000624
1670,0.077485,0.095258
1671,0.026734,0.037534
1672,0.006258,0.006466
1673,0.001245,0.001245
1674,0.498044,0.498044
1675,0.066944,0.066944
1676,0.037586,0.037586
1677,0.00336,0.00336
1678,0.132596,0.132596
1679,0.017651,0.017651
1680,0.025045,0.025045
1681,0.012486,0.012486
1682,0.057217,0.057217
1683,0.162377,0.162377
1684,0.271532,0.271532
1685,0.007459,0.004906
1686,0.018236,0.019483
1687,0.022312,0.020381
1688,0.006677,0.007432
1689,0.006979,0.00819
1690,0.014218,0.025856
1691,0.037199,0.035044
1692,0.066803,0.05143
1693,0.005132,0.006546
1694,0.026771,0.030421
1695,0.031741,0.031504
1696,0.009382,0.008267
1697,0.017505,0.013738
1698,0.074293,0.068207
1699,0.006229,0.005418
1700,0.007974,0.005986
1701,0.001079,0.0009
1702,0.018165,0.015108
1703,0.016044,0.013839
1704,0.018714,0.01697
1705,0.000105,9.1e-05
1706,0.033466,0.034321
1707,0.044397,0.072968
1708,0.004842,0.004247
1709,0.000906,0.0008
1710,0.023747,0.021833
1711,0.05031,0.061023
1712,0.017174,0.011385
1713,0.007283,0.007283
1714,0.444767,0.444767
1715,0.182813,0.182813
1716,0.187072,0.187072
1717,0.006391,0.006391
1718,0.070596,0.070596
1719,0.153926,0.153926
1720,0.188315,0.188315
1721,0.006937,0.004734
1722,0.023874,0.019802
1723,0.114622,0.10251
1724,0.016803,0.022096
1725,0.0109,0.013543
1726,0.045511,0.090966
1727,0.027491,0.026171
1728,0.047096,0.030332
1729,0.004623,0.00649
1730,0.023755,0.024682
1731,0.021836,0.023105
1732,0.012554,0.009627
1733,0.03363,0.036772
1734,0.026659,0.033769
1735,0.162717,0.172867
1736,0.031269,0.034111
1737,0.006049,0.005816
1738,0.033396,0.027999
1739,0.005632,0.004949
1740,0.015689,0.013053
1741,0.00077,0.000665
1742,0.052541,0.043963
1743,0.005032,0.005183
1744,0.006075,0.005533
1745,0.000688,0.000538
1746,0.057023,0.051228
1747,0.130141,0.184908
1748,0.05169,0.050956
1749,0.004841,0.004841
1750,0.156055,0.156055
1751,0.288519,0.288519
1752,0.231657,0.231657
1753,0.002702,0.001679
1754,0.013401,0.01252
1755,0.099289,0.091982
1756,0.012936,0.020839
1757,0.00582,0.005774
1758,0.028555,0.043071
1759,0.128474,0.117832
1760,0.217858,0.156433
1761,0.00366,0.005318
1762,0.030294,0.031498
1763,0.019985,0.024009
1764,0.00729,0.006606
1765,0.01667,0.020345
1766,0.017916,0.020734
1767,0.090824,0.109372
1768,0.017903,0.021859
1769,0.008121,0.00921
1770,0.017319,0.01961
1771,0.173286,0.168397
1772,0.068177,0.069798
1773,0.001396,0.001166
1774,0.213369,0.181147
1775,0.001715,0.001549
1776,0.00369,0.002974
1777,0.001401,0.001163
1778,0.035248,0.019509
1779,0.031918,0.0398
1780,0.032289,0.026792
1781,0.00218,0.001507
1782,0.03408,0.037233
1783,0.189281,0.211082
1784,0.031986,0.056012
1785,0.002802,0.002835
1786,0.021245,0.035496
1787,0.112347,0.103482
1788,0.236649,0.180124
1789,0.002862,0.0037
1790,0.030474,0.030255
1791,0.078785,0.088837
1792,0.023828,0.0197
1793,0.020491,0.022594
1794,0.023618,0.025562
1795,0.091961,0.122222
1796,0.01481,0.016041
1797,0.003255,0.003897
1798,0.007043,0.007632
1799,0.068403,0.072975
1800,0.049702,0.055932
1801,0.004612,0.004082
1802,0.037665,0.034777
1803,0.136848,0.143771
1804,0.023266,0.027226
1805,0.009947,0.008
1806,0.073292,0.048326
1807,0.02964,0.032112
1808,0.032914,0.019932
1809,0.006167,0.006167
1810,0.108648,0.108648
1811,0.250673,0.250673
1812,0.034658,0.034658
1813,0.005281,0.005281
1814,0.209246,0.209246
1815,0.084658,0.084658
1816,0.015242,0.015242
1817,0.004592,0.004592
1818,0.038204,0.038204
1819,0.045483,0.045483
1820,0.008238,0.008238
1821,0.00363,0.004246
1822,0.02932,0.021216
1823,0.031103,0.008378
1824,0.158786,0.01704
1825,0.018301,0.005311
1826,0.074156,0.099419
1827,0.030162,0.015345
1828,0.023232,0.017994
1829,0.03796,0.012013
1830,0.217726,0.159758
1831,0.215247,0.136515
1832,0.037894,0.017184
1833,0.002514,0.007934
1834,0.027394,0.05558
1835,0.024021,0.129092
1836,0.013774,0.144628
1837,0.011042,0.008389
1838,0.044818,0.073883
1839,0.031284,0.045026
1840,0.007912,0.018341
1841,0.002398,0.009307
1842,0.147184,0.267955
1843,0.703852,0.518138
1844,0.052171,0.046424
1845,0.003271,0.00607
1846,0.135779,0.096464
1847,0.123708,0.048398
1848,0.026916,0.014455
1849,0.000474,0.002359
1850,0.052735,0.025279
1851,0.116817,0.069288
1852,0.001065,0.0011
1853,0.015824,0.015824
1854,0.040855,0.040855
1855,0.149278,0.149278
1856,0.036093,0.036093
1857,0.007238,0.007238
1858,0.164877,0.164877
1859,0.311519,0.311519
1860,0.024931,0.024931
1861,0.006267,0.006267
1862,0.13069,0.13069
1863,0.062458,0.062458
1864,0.015763,0.015763
1865,0.003599,0.004421
1866,0.021475,0.010943
1867,0.025732,0.009382
1868,0.098946,0.015619
1869,0.019866,0.006165
1870,0.022941,0.02254
1871,0.010714,0.00751
1872,0.022707,0.011319
1873,0.004941,0.003833
1874,0.026335,0.033943
1875,0.017216,0.019634
1876,0.028195,0.014041
1877,0.008564,0.016662
1878,0.067532,0.117599
1879,0.113966,0.344598
1880,0.041241,0.278673
1881,0.0145,0.027496
1882,0.007425,0.011902
1883,0.009947,0.029367
1884,0.009929,0.013847
1885,0.002613,0.00168
1886,0.083825,0.072834
1887,0.031235,0.041955
1888,0.011062,0.024775
1889,0.001224,0.004183
1890,0.602602,0.585785
1891,0.834762,0.423863
1892,0.014455,0.018689
1893,0.00124,0.003188
1894,0.008891,0.007295
1895,0.315949,0.06858
1896,0.002367,0.002756
1897,0.00428,0.012668
1898,0.273583,0.075376
1899,0.078415,0.045155
1900,0.017367,0.007974
1901,0.001802,0.001802
1902,0.130195,0.130195
1903,0.493772,0.493772
1904,0.025662,0.025662
1905,0.003869,0.006417
1906,0.118712,0.12062
1907,0.061784,0.024041
1908,0.128487,0.03418
1909,0.011494,0.006758
1910,0.012536,0.014701
1911,0.016512,0.01069
1912,0.027813,0.012645
1913,0.004565,0.002675
1914,0.01244,0.016604
1915,0.013694,0.01106
1916,0.025444,0.006845
1917,0.000556,0.00173
1918,0.062319,0.07667
1919,0.038325,0.102249
1920,0.014503,0.224961
1921,0.035666,0.051449
1922,0.051826,0.092176
1923,0.221768,0.399816
1924,0.012523,0.018496
1925,0.002323,0.006464
1926,0.026901,0.02388
1927,0.017119,0.062908
1928,0.007806,0.018198
1929,0.001089,0.001418
1930,0.371813,0.332594
1931,0.038311,0.040506
1932,0.012152,0.029258
1933,0.001052,0.003113
1934,0.048274,0.060961
1935,0.849228,0.764811
1936,0.002795,0.002981
1937,0.003918,0.011559
1938,0.014912,0.011821
1939,0.120311,0.043113
1940,0.02053,0.019274
1941,0.001791,0.003036
1942,0.153027,0.207061
1943,0.146078,0.359337
1944,0.109584,0.072732
1945,0.013175,0.00847
1946,0.046768,0.066333
1947,0.0596,0.048205
1948,0.06119,0.033162
1949,0.006075,0.005515
1950,0.008648,0.017945
1951,0.019229,0.016028
1952,0.046008,0.014846
1953,0.000738,0.001398
1954,0.024468,0.032024
1955,0.096716,0.055604
1956,0.024837,0.161663
1957,0.004642,0.015196
1958,0.03586,0.072038
1959,0.028398,0.087484
1960,0.011192,0.02256
1961,0.002945,0.005617
1962,0.072793,0.067325
1963,0.194679,0.29245
1964,0.010158,0.022512
1965,0.001205,0.002603
1966,0.482705,0.46921
1967,0.015257,0.069445
1968,0.013064,0.017885
1969,0.001142,0.001714
1970,0.015418,0.017619
1971,0.354566,0.238259
1972,0.002619,0.008136
1973,0.001761,0.005111
1974,0.094688,0.113299
1975,0.928899,0.753703
1976,0.032177,0.028411
1977,0.010463,0.006376
1978,0.209737,0.251351
1979,0.479978,0.496788
1980,0.083232,0.122195
1981,0.011089,0.011477
1982,0.026921,0.065919
1983,0.078454,0.075141
1984,0.103616,0.0534
1985,0.003361,0.007699
1986,0.043278,0.063896
1987,0.130857,0.280679
1988,0.055633,0.246183
1989,0.019472,0.03126
1990,0.018823,0.028866
1991,0.130201,0.098782
1992,0.026074,0.023951
1993,0.000986,0.00145
1994,0.044311,0.042549
1995,0.044025,0.065497
1996,0.016022,0.029054
1997,0.003936,0.009283
1998,0.561766,0.473079
1999,0.378749,0.433344
2000,0.020357,0.043973
2001,0.001649,0.004151
2002,0.023241,0.038054
2003,0.088297,0.232544
2004,0.004175,0.007762
2005,0.007161,0.007722
2006,0.023932,0.037802
2007,0.36768,0.365335
2008,0.055653,0.067368
2009,0.005547,0.004373
2010,0.048528,0.153534
2011,0.299151,0.295321
2012,0.100657,0.154232
2013,0.003047,0.007316
2014,0.105407,0.166385
2015,0.197557,0.468039
2016,0.086265,0.286874
2017,0.021141,0.023047
2018,0.0248,0.041189
2019,0.136111,0.175021
2020,0.033813,0.03389
2021,0.001782,0.003222
2022,0.019143,0.017865
2023,0.094237,0.074937
2024,0.020331,0.028957
2025,0.000557,0.000734
2026,0.308093,0.337294
2027,0.038871,0.08835
2028,0.024795,0.038866
2029,0.001747,0.003473
2030,0.024973,0.022819
2031,0.845139,0.824446
2032,0.00431,0.009705
2033,0.009555,0.018987
2034,0.027339,0.049492
2035,0.217033,0.270194
2036,0.087809,0.08165
2037,0.002503,0.002331
2038,0.126521,0.133525
2039,0.251039,0.439718
2040,0.10693,0.230589
2041,0.037677,0.059234
2042,0.052509,0.083066
2043,0.179529,0.311003
2044,0.059613,0.077032
2045,0.003955,0.006453
2046,0.031256,0.049442
2047,0.06284,0.141548
2048,0.033561,0.052836
2049,0.00152,0.002021
2050,0.089805,0.084623
2051,0.084353,0.10497
2052,0.029892,0.045387
2053,0.000501,0.001127
2054,0.010713,0.011664
2055,0.141477,0.220566
2056,0.00455,0.011227
2057,0.009601,0.018282
2058,0.033885,0.042173
2059,0.741079,0.754002
2060,0.089849,0.104518
2061,0.000805,0.000805
2062,0.203204,0.203204
2063,0.034557,0.034557
2064,0.00538,0.00538
2065,0.012444,0.012444
2066,0.059768,0.059768
2067,0.054325,0.054325
2068,0.026127,0.026127
2069,0.002991,0.002991
2070,0.076171,0.076171
2071,0.142834,0.142834
2072,0.460789,0.460789
2073,0.00156,0.00156
2074,0.022994,0.022994
2075,0.010985,0.010985
2076,0.023669,0.023669
2077,0.020002,0.020002
2078,0.019103,0.019103
2079,0.067231,0.067231
2080,0.028076,0.028076
2081,0.004726,0.0036
2082,0.062312,0.059062
2083,0.065458,0.027665
2084,0.027943,0.034688
2085,0.00812,0.008074
2086,0.042682,0.050603
2087,0.102826,0.059141
2088,0.029017,0.025918
2089,0.003882,0.003568
2090,0.109889,0.095748
2091,0.128185,0.073505
2092,0.019704,0.024959
2093,0.019627,0.018607
2094,0.008209,0.009959
2095,0.015195,0.015359
2096,0.004655,0.005782
2097,0.001445,0.001285
2098,0.069658,0.05135
2099,0.038151,0.020928
2100,0.041601,0.019267
2101,0.005645,0.004928
2102,0.066157,0.05103
2103,0.09345,0.072556
2104,0.016081,0.015451
2105,0.001488,0.000963
2106,0.035402,0.054702
2107,0.020859,0.013211
2108,0.007261,0.005432
2109,0.001794,0.001148
2110,0.008921,0.015012
2111,0.004277,0.003784
2112,0.001323,0.001988
2113,0.004554,0.004554
2114,0.061897,0.061897
2115,0.023924,0.023924
2116,0.008408,0.008408
2117,0.010999,0.010999
2118,0.021329,0.021329
2119,0.014653,0.014653
2120,0.004174,0.004174
2121,0.013381,0.013381
2122,0.037091,0.037091
2123,0.047222,0.047222
2124,0.010036,0.010036
2125,0.003476,0.003476
2126,0.085272,0.085272
2127,0.070865,0.070865
2128,0.028339,0.028339
2129,0.003888,0.003888
2130,0.135768,0.135768
2131,0.083257,0.083257
2132,0.268604,0.268604
2133,0.001237,0.001237
2134,0.10613,0.10613
2135,0.199765,0.199765
2136,0.042887,0.042887
2137,0.007517,0.007517
2138,0.034217,0.034217
2139,0.056105,0.056105
2140,0.238041,0.238041
2141,0.003318,0.003653
2142,0.014193,0.010951
2143,0.006531,0.003546
2144,0.009719,0.010731
2145,0.005862,0.006041
2146,0.016044,0.029819
2147,0.070094,0.028654
2148,0.019691,0.018705
2149,0.001088,0.000614
2150,0.112237,0.100888
2151,0.006565,0.00523
2152,0.012832,0.014213
2153,0.004486,0.007582
2154,0.034759,0.030959
2155,0.012821,0.013917
2156,0.006917,0.009687
2157,0.003711,0.003269
2158,0.005908,0.005596
2159,0.007649,0.006135
2160,0.003911,0.004718
2161,0.001485,0.001405
2162,0.077487,0.073534
2163,0.038774,0.020904
2164,0.037462,0.022017
2165,0.001626,0.001096
2166,0.015343,0.01393
2167,0.009532,0.007207
2168,0.01005,0.007947
2169,0.000763,0.000447
2170,0.118564,0.124244
2171,0.024722,0.013957
2172,0.004575,0.003649
2173,0.002345,0.001582
2174,0.01993,0.030698
2175,0.00189,0.001246
2176,0.001871,0.002297
2177,0.019763,0.019763
2178,0.033291,0.033291
2179,0.01535,0.01535
2180,0.003718,0.003718
2181,0.018698,0.018698
2182,0.00808,0.00808
2183,0.016409,0.016409
2184,0.004848,0.004848
2185,0.000532,0.000532
2186,0.040124,0.040124
2187,0.056426,0.056426
2188,0.113157,0.113157
2189,0.001387,0.001387
2190,0.107951,0.107951
2191,0.104814,0.104814
2192,0.031644,0.031644
2193,0.000828,0.000828
2194,0.040837,0.040837
2195,0.266897,0.266897
2196,0.123905,0.123905
2197,0.001332,0.001585
2198,0.024657,0.0206
2199,0.008845,0.004972
2200,0.040228,0.049092
2201,0.004302,0.004038
2202,0.009376,0.010935
2203,0.022221,0.011145
2204,0.009403,0.007718
2205,0.000589,0.000467
2206,0.063579,0.078138
2207,0.051281,0.037079
2208,0.009527,0.00934
2209,0.003119,0.003685
2210,0.058055,0.048502
2211,0.010582,0.011099
2212,0.006242,0.008006
2213,0.000928,0.001209
2214,0.039573,0.020188
2215,0.025102,0.013389
2216,0.007334,0.007174
2217,0.004093,0.004171
2218,0.013627,0.015181
2219,0.010674,0.010038
2220,0.006438,0.006216
2221,0.000567,0.000451
2222,0.038029,0.030666
2223,0.016344,0.009417
2224,0.018918,0.012442
2225,0.000712,0.000543
2226,0.08602,0.070647
2227,0.013318,0.011544
2228,0.014035,0.012823
2229,0.000829,0.000645
2230,0.147615,0.15674
2231,0.018982,0.008192
2232,0.005573,0.004113
2233,0.005631,0.004224
2234,0.011088,0.017391
2235,0.00434,0.002989
2236,0.001988,0.002663
2237,0.012962,0.012962
2238,0.012986,0.012986
2239,0.041092,0.041092
2240,0.00591,0.00591
2241,0.00043,0.00043
2242,0.093198,0.093198
2243,0.059186,0.059186
2244,0.024393,0.024393
2245,0.001269,0.001269
2246,0.04985,0.04985
2247,0.131743,0.131743
2248,0.138996,0.138996
2249,0.000579,0.000685
2250,0.065564,0.054741
2251,0.213801,0.140761
2252,0.059412,0.083196
2253,0.002296,0.001979
2254,0.008699,0.009036
2255,0.048894,0.029053
2256,0.049196,0.042256
2257,0.000943,0.000824
2258,0.02874,0.027534
2259,0.008439,0.005811
2260,0.00386,0.0038
2261,0.002406,0.00338
2262,0.018959,0.030424
2263,0.042905,0.045492
2264,0.00375,0.005711
2265,0.000892,0.001067
2266,0.045829,0.031277
2267,0.018711,0.016474
2268,0.020209,0.020971
2269,0.000692,0.000803
2270,0.064489,0.035676
2271,0.081628,0.058091
2272,0.007113,0.007644
2273,0.00085,0.000859
2274,0.008816,0.01045
2275,0.004054,0.005576
2276,0.003156,0.004132
2277,0.000187,0.000182
2278,0.255436,0.189527
2279,0.141264,0.053455
2280,0.030311,0.018718
2281,0.000632,0.00063
2282,0.018205,0.020745
2283,0.006524,0.006755
2284,0.013224,0.014118
2285,0.003409,0.002264
2286,0.218457,0.227278
2287,0.165573,0.073847
2288,0.007426,0.009175
2289,0.007683,0.005303
2290,0.002527,0.003362
2291,0.009356,0.006785
2292,0.00394,0.006108
2293,0.000692,0.000692
2294,0.045408,0.045408
2295,0.083666,0.083666
2296,0.121235,0.121235
2297,0.003079,0.003296
2298,0.136366,0.109309
2299,0.145064,0.096211
2300,0.100067,0.153072
2301,0.003182,0.003027
2302,0.031434,0.032651
2303,0.516562,0.462457
2304,0.123611,0.128918
2305,0.001518,0.001147
2306,0.032452,0.032937
2307,0.022587,0.012986
2308,0.033929,0.037448
2309,0.007214,0.009532
2310,0.023717,0.027137
2311,0.030586,0.033902
2312,0.005309,0.006521
2313,0.00153,0.002797
2314,0.017184,0.020049
2315,0.103623,0.10156
2316,0.022052,0.034191
2317,0.002457,0.003076
2318,0.101647,0.065973
2319,0.046414,0.041115
2320,0.025561,0.021442
2321,0.000718,0.000694
2322,0.018718,0.01634
2323,0.018924,0.018938
2324,0.009947,0.009231
2325,0.000745,0.0008
2326,0.022955,0.021607
2327,0.009947,0.011861
2328,0.005167,0.007543
2329,0.000381,0.00026
2330,0.142178,0.093158
2331,0.051775,0.015691
2332,0.054315,0.028169
2333,0.003167,0.002731
2334,0.029033,0.029655
2335,0.034202,0.038296
2336,0.031295,0.055788
2337,0.006625,0.003921
2338,0.093756,0.105549
2339,0.184942,0.117138
2340,0.015159,0.015798
2341,0.001233,0.001473
2342,0.131785,0.11888
2343,0.10324,0.072644
2344,0.108785,0.184532
2345,0.013853,0.012657
2346,0.064921,0.065345
2347,0.431994,0.375585
2348,0.145133,0.173372
2349,0.000966,0.00085
2350,0.058079,0.058943
2351,0.362949,0.325904
2352,0.061062,0.083011
2353,0.008047,0.010491
2354,0.022745,0.026772
2355,0.045906,0.051501
2356,0.023339,0.028673
2357,0.003443,0.003478
2358,0.020075,0.018429
2359,0.047822,0.039814
2360,0.021851,0.02665
2361,0.002199,0.002191
2362,0.034436,0.030641
2363,0.146484,0.116889
2364,0.017176,0.022763
2365,0.001021,0.001078
2366,0.02898,0.018938
2367,0.022715,0.019701
2368,0.046209,0.040957
2369,0.000595,0.000294
2370,0.123345,0.046618
2371,0.065101,0.053218
2372,0.010222,0.012467
2373,0.001024,0.000922
2374,0.008201,0.008365
2375,0.006143,0.006573
2376,0.007895,0.010059
2377,0.000989,0.000989
2378,0.151271,0.127768
2379,0.141018,0.065651
2380,0.0614,0.040878
2381,0.00301,0.00258
2382,0.012867,0.009814
2383,0.074977,0.083212
2384,0.012954,0.017645
2385,0.002991,0.002593
2386,0.04307,0.04187
2387,0.379936,0.31362
2388,0.155755,0.178945
2389,0.003394,0.002417
2390,0.148904,0.124595
2391,0.306088,0.257473
2392,0.102531,0.137471
2393,0.005368,0.00656
2394,0.055704,0.064885
2395,0.334742,0.364643
2396,0.057244,0.079755
2397,0.004667,0.004143
2398,0.017307,0.01499
2399,0.067188,0.054616
2400,0.119245,0.11643
2401,0.003221,0.003157
2402,0.025958,0.023395
2403,0.079858,0.062657
2404,0.014194,0.016481
2405,0.000943,0.001061
2406,0.015074,0.017447
2407,0.042022,0.041959
2408,0.035696,0.04398
2409,0.00053,0.000593
2410,0.220213,0.110384
2411,0.028176,0.026551
2412,0.037431,0.034975
2413,0.000212,0.000247
2414,0.017345,0.012986
2415,0.01709,0.01342
2416,0.013005,0.012997
2417,0.003054,0.003667
2418,0.010305,0.01178
2419,0.02114,0.02535
2420,0.013407,0.016631
2421,0.001723,0.001527
2422,0.06298,0.039907
2423,0.093096,0.061998
2424,0.039646,0.030497
2425,0.008364,0.008364
2426,0.168508,0.168508
2427,0.192248,0.192248
2428,0.304416,0.304416
2429,0.012905,0.012905
2430,0.047143,0.047143
2431,0.108997,0.108997
2432,0.080527,0.080527
2433,0.036438,0.036438
2434,0.179361,0.179361
2435,0.245849,0.245849
2436,0.09014,0.09014
2437,0.010311,0.008948
2438,0.384225,0.060394
2439,0.082057,0.042929
2440,0.003458,0.002717
2441,0.015989,0.01235
2442,0.089592,0.098142
2443,0.20817,0.211638
2444,0.005068,0.002788
2445,0.014755,0.01718
2446,0.078887,0.074965
2447,0.212852,0.168002
2448,0.056948,0.041172
2449,0.006332,0.003137
2450,0.01379,0.012403
2451,0.054297,0.037517
2452,0.001822,0.001085
2453,0.002039,0.001255
2454,0.251245,0.18541
2455,0.067975,0.0458
2456,0.006361,0.006499
2457,0.007774,0.00829
2458,0.01255,0.01149
2459,0.022682,0.017022
2460,0.014022,0.013666
2461,0.001087,0.000898
2462,0.096232,0.079172
2463,0.012861,0.004671
2464,0.013305,0.012803
2465,0.03304,0.042031
2466,0.059997,0.045556
2467,0.198668,0.142742
2468,0.019402,0.018948
2469,0.002405,0.002405
2470,0.058828,0.058828
2471,0.037851,0.037851
2472,0.112356,0.112356
2473,0.000635,0.000635
2474,0.0545,0.0545
2475,0.023934,0.023934
2476,0.026837,0.026837
2477,0.002924,0.002924
2478,0.074086,0.074086
2479,0.031446,0.031446
2480,0.046769,0.046769
2481,0.015924,0.015924
2482,0.071142,0.071142
2483,0.080596,0.080596
2484,0.044829,0.044829
2485,0.006742,0.006742
2486,0.032069,0.032069
2487,0.053452,0.053452
2488,0.068671,0.068671
2489,0.043253,0.027339
2490,0.605507,0.087261
2491,0.066715,0.024376
2492,0.004382,0.005617
2493,0.004056,0.003336
2494,0.050431,0.086595
2495,0.210558,0.20645
2496,0.002594,0.002297
2497,0.011101,0.011442
2498,0.038937,0.036106
2499,0.085158,0.08396
2500,0.008544,0.007565
2501,0.002323,0.002579
2502,0.019264,0.039426
2503,0.193514,0.192428
2504,0.003675,0.003058
2505,0.004352,0.002956
2506,0.123461,0.102032
2507,0.04022,0.019192
2508,0.004329,0.00233
2509,0.005257,0.002966
2510,0.014076,0.009682
2511,0.009485,0.005952
2512,0.006278,0.005606
2513,0.0011,0.00179
2514,0.007261,0.00628
2515,0.014413,0.01121
2516,0.006543,0.005641
2517,0.003123,0.002473
2518,0.070652,0.075299
2519,0.040651,0.019547
2520,0.006803,0.0055
2521,0.004504,0.00412
2522,0.066874,0.059468
2523,0.052728,0.043162
2524,0.003518,0.003692
