sample_id,domain,conv_step,converged,final_norm,max_steps,cos_thr,trained_S,extrapolated
vindr_275127b4b2ee76e8c3ab0f46267d21db.png,VinDr,,False,108.3329086303711,16,0.01,16,False
vindr_f3adcfd01d642fb478c008211b135c12.png,VinDr,,False,105.9163818359375,16,0.01,16,False
vindr_72fa0ad37e8941fd77fa3b030944c0f9.png,VinDr,,False,96.09991455078125,16,0.01,16,False
vindr_1146548e94da58c6989a1a6408dfc886.png,VinDr,,False,104.67396545410156,16,0.01,16,False
vindr_fee46e386a84e134836e01d0b9a38154.png,VinDr,,False,95.69950103759766,16,0.01,16,False
vindr_2605c78a8f56c9ea6859fa90e975f727.png,VinDr,,False,105.16058349609375,16,0.01,16,False
vindr_a673256f7b975e11bf89dbb29f4565b9.png,VinDr,,False,105.86650085449219,16,0.01,16,False
vindr_3167f8c1907895bbfcd0effb6b25ce5a.png,VinDr,,False,98.69779968261719,16,0.01,16,False
vindr_a0192049f3bf7fc5eda0246551e442ae.png,VinDr,,False,104.24944305419922,16,0.01,16,False
vindr_d3627a59bdf97f89094cbcee823ba057.png,VinDr,,False,102.11224365234375,16,0.01,16,False
vindr_c672a5c07dea43b6f5dc88071cef0839.png,VinDr,,False,103.87792205810547,16,0.01,16,False
vindr_8c3f411daf117cd31587ab16ab4149e6.png,VinDr,,False,99.90168762207031,16,0.01,16,False
vindr_ddfe291fa3e2d21ce8681a2e9e4b300a.png,VinDr,,False,108.86168670654297,16,0.01,16,False
vindr_967f2ad4d9bd6d377127624161468188.png,VinDr,,False,95.76543426513672,16,0.01,16,False
vindr_ce3fc2df924ccc74a646f7e189c79f19.png,VinDr,,False,103.33782958984375,16,0.01,16,False
vindr_56a510efae9f88727958a953dee94ef1.png,VinDr,,False,105.0584716796875,16,0.01,16,False
vindr_42d472bdda3ad93dac63c8e5e29977bb.png,VinDr,,False,108.70635223388672,16,0.01,16,False
vindr_9d9caa9e06ec349f19f871e3fe2f343a.png,VinDr,,False,95.80770111083984,16,0.01,16,False
vindr_277b457e1e341a9194249937b68cd2c2.png,VinDr,,False,105.14297485351562,16,0.01,16,False
vindr_335a317bb032767650850839d887cb62.png,VinDr,,False,109.5083999633789,16,0.01,16,False
vindr_61d584d7b486245f3e861371fcf7da9b.png,VinDr,,False,104.4783706665039,16,0.01,16,False
vindr_20c99542d886530b95586b7b3d309238.png,VinDr,,False,104.68179321289062,16,0.01,16,False
vindr_e2878900d428b05d537fd0c615db5823.png,VinDr,,False,93.60479736328125,16,0.01,16,False
vindr_94887c081f4be59d246c59170d05dfc6.png,VinDr,,False,100.45252990722656,16,0.01,16,False
vindr_b0a52e18d443efb28d082f0ae8e7b893.png,VinDr,,False,98.47880554199219,16,0.01,16,False
vindr_7bf9fae73612b198b436cb4a0a81e5ee.png,VinDr,,False,101.3703842163086,16,0.01,16,False
vindr_ce2445abc396911bace06d962bf9b6e6.png,VinDr,,False,94.9521255493164,16,0.01,16,False
vindr_ae9d832badb7dcd02d2e8cfbcf128ce6.png,VinDr,,False,98.92294311523438,16,0.01,16,False
vindr_f983d2ec824df6c70bb4b1bfdf732c5a.png,VinDr,,False,108.27294921875,16,0.01,16,False
vindr_a79d59f6ca2b10cf2d51ed7ecbbb8bef.png,VinDr,,False,92.47054290771484,16,0.01,16,False
vindr_cefc621cc1f0dc3c78a82cdbd8e38248.png,VinDr,,False,103.56829071044922,16,0.01,16,False
vindr_3568f588c89338abfeecc5ec5dddc91f.png,VinDr,,False,101.08006286621094,16,0.01,16,False
vindr_07c3a06d3617ad26847c00aadf719eb5.png,VinDr,,False,103.09705352783203,16,0.01,16,False
vindr_52f8ccffec591b51c73bf964ee316a49.png,VinDr,,False,99.73709869384766,16,0.01,16,False
vindr_bd659730bcd4df07905630107b1d5349.png,VinDr,,False,106.86844635009766,16,0.01,16,False
vindr_ad298b98223eac646a4f2a596c8ec0f6.png,VinDr,,False,98.58871459960938,16,0.01,16,False
vindr_1381bbcf017f7fb86ed1f45ae52e2a1f.png,VinDr,,False,104.18650817871094,16,0.01,16,False
vindr_ce1eaec3f26f98ac9b37fe5def4a5ceb.png,VinDr,,False,95.71580505371094,16,0.01,16,False
vindr_2016c404039deb1d04073250fa84a328.png,VinDr,,False,100.96977233886719,16,0.01,16,False
vindr_62ca3d69bd9ebcd7594cf68363df40fe.png,VinDr,,False,109.55606079101562,16,0.01,16,False
vindr_aa161d1deb918990c3e196501a714994.png,VinDr,,False,104.06808471679688,16,0.01,16,False
vindr_36379256682369d26c08f3e87cd8f9a4.png,VinDr,,False,108.58411407470703,16,0.01,16,False
vindr_71252b7e2b0db1060efa8e2015919978.png,VinDr,,False,101.35400390625,16,0.01,16,False
vindr_d3e2d6c3f0b85c65e3bd7561b2ece66a.png,VinDr,,False,106.04075622558594,16,0.01,16,False
vindr_942bb39f2500af10630a3847f976101b.png,VinDr,,False,105.12735748291016,16,0.01,16,False
vindr_c66c9aeefecee0e4c8e9cac52d22b074.png,VinDr,,False,105.26175689697266,16,0.01,16,False
vindr_e09b5518de85af6827b3eb1812068abd.png,VinDr,,False,103.29145812988281,16,0.01,16,False
vindr_ce256b16e99feed1587667a573e81349.png,VinDr,,False,94.8995132446289,16,0.01,16,False
vindr_d95da4b845c9eee6dbf93b1c27bd4dad.png,VinDr,,False,98.77063751220703,16,0.01,16,False
vindr_3b368fea4f80aa6475184bb3a880983c.png,VinDr,,False,110.74762725830078,16,0.01,16,False
vindr_eb504655d27862892ea7c99c352d5aad.png,VinDr,,False,103.74628448486328,16,0.01,16,False
vindr_f69a67703fe0e5e5bd9535025fbff414.png,VinDr,,False,106.43153381347656,16,0.01,16,False
vindr_e2441e5b3cbecdd27c65aea20353cc1d.png,VinDr,,False,100.95130920410156,16,0.01,16,False
vindr_54122627c6aeed581fde506562a73b2e.png,VinDr,,False,100.07252502441406,16,0.01,16,False
vindr_d4d3f6cc1564b7cb824cf935e7c3c13c.png,VinDr,,False,99.8832015991211,16,0.01,16,False
vindr_6ec170e7aaf33f59cb30c51a86232fb0.png,VinDr,,False,93.43153381347656,16,0.01,16,False
vindr_82c8e033e6fde13b0bf365370407d342.png,VinDr,,False,97.86589813232422,16,0.01,16,False
vindr_8fb6a298b6c2845714cef3a65faa1c72.png,VinDr,,False,93.845703125,16,0.01,16,False
vindr_611310e3e1ec37e73e74f1a756b3bb69.png,VinDr,,False,92.61907196044922,16,0.01,16,False
vindr_f224161c258185b891f08b298c9a517d.png,VinDr,,False,99.00508117675781,16,0.01,16,False
vindr_4fa744caf63b4c4d6093df4995317ec1.png,VinDr,,False,100.49116516113281,16,0.01,16,False
vindr_48e4dde9aae77154fe693f8d439a8a08.png,VinDr,,False,106.04437255859375,16,0.01,16,False
