epoch,loss,elapsed_s
1,0.15163832794015225,32.2
2,0.016391637563132323,52.8
3,0.01283786970262344,72.2
4,0.011396743901647055,91.5
5,0.01031760245275039,111.2
6,0.009500933925692852,130.5
7,0.00911890370771289,149.9
8,0.008350072342615861,169.6
9,0.008021948164185652,188.9
10,0.007771303956038676,208.4
11,0.007454978731962351,228.0
12,0.007506436696992471,247.4
13,0.007105946748589094,266.7
14,0.006955319227507481,286.2
15,0.006936694087030796,306.5
16,0.006846440304070711,325.8
17,0.0065923243259581234,345.2
18,0.0064752004324243615,364.3
19,0.00660554884861295,384.1
20,0.006324576801405503,403.7
21,0.006414052829719507,423.4
22,0.00617649548042279,442.5
23,0.0061314349134381,462.3
24,0.006019301855793366,481.5
25,0.0061119025071653035,500.8
26,0.005968625499651982,520.4
27,0.006209596611845952,539.5
28,0.005794649556852304,559.4
29,0.0056549278875956165,579.2
30,0.005762251652777195,598.8
31,0.005621166169070281,618.3
32,0.005523933592037513,637.8
33,0.005680872528598859,657.3
34,0.005693802545563533,676.2
35,0.005757373936760884,695.8
36,0.005658713269692201,715.3
37,0.005382645130157471,734.9
38,0.005458098384909905,753.9
39,0.005440588882909371,773.2
40,0.00526206403111036,792.3
41,0.005357777470579514,811.6
42,0.005238047457085206,831.3
43,0.0051543483510613445,850.3
44,0.005402084697897618,869.3
45,0.005312232981221034,888.6
46,0.005160981552818647,908.0
47,0.005213578396405165,927.1
48,0.005250877980142832,946.0
49,0.005144969545877897,965.4
50,0.005100006273446174,984.4
51,0.005003671040042089,1003.9
52,0.0051102502629734,1023.4
53,0.004989382803726655,1042.4
54,0.004822840054447834,1062.0
55,0.004923764408494418,1081.2
56,0.00487495380668686,1100.8
57,0.004855876236867446,1120.5
58,0.004926226864783809,1139.5
59,0.0050181784165593294,1159.1
60,0.00489031568599435,1178.9
61,0.004834093289593091,1197.9
62,0.005146446730941534,1217.4
63,0.004825939567616353,1237.0
64,0.004761245237806668,1256.3
65,0.0049135895338482585,1275.8
66,0.0048314382537053184,1295.0
67,0.004649449931457638,1314.5
68,0.00490784476009699,1334.2
69,0.00489824298554315,1353.2
70,0.004863160855781573,1372.6
71,0.004599963988249118,1392.2
72,0.004707332922575565,1411.5
73,0.004657727813061613,1430.8
74,0.004736113985284017,1450.7
75,0.004523749828625184,1470.2
76,0.004393993970006704,1489.4
77,0.004651223846639578,1508.4
78,0.004488390723529917,1527.3
79,0.004413482081145048,1547.1
80,0.0044399423739657955,1566.8
81,0.0045138620162526,1586.3
82,0.004436224584396069,1605.3
83,0.004437342411480271,1624.9
84,0.004522011597425892,1644.0
85,0.004401946426011049,1664.4
86,0.004375602444633841,1683.7
87,0.004708359630491871,1702.9
88,0.004362280781452473,1724.2
89,0.0043100762718285505,1743.9
90,0.0044935354640564095,1764.5
91,0.004280719236255838,1784.7
92,0.004427376554275934,1804.7
93,0.004187730714105642,1824.2
94,0.004164900387135836,1844.6
95,0.004223715771849339,1864.4
96,0.004288827395066619,1884.0
97,0.004327681062456507,1903.8
98,0.004327448783442378,1923.4
99,0.004118558653415396,1943.5
100,0.004156934896197457,1963.5
101,0.004176801403697867,1983.6
102,0.004234168821802506,2003.2
103,0.004298134330803385,2022.9
104,0.004111581679003743,2042.2
105,0.0041820474076443,2061.8
106,0.0040582589482745296,2081.2
107,0.00402955562234498,2100.4
108,0.004049888228137906,2119.8
109,0.0041368381335185125,2138.9
110,0.004037015079162442,2158.0
111,0.0040505308801165,2177.0
112,0.003961439008036485,2196.0
113,0.004123958637221502,2215.2
114,0.00398770202524387,2234.5
115,0.003981670300261333,2254.1
116,0.003977055808242697,2273.2
117,0.004187452406264268,2292.2
118,0.003921586862550332,2311.7
119,0.003929718580240241,2330.7
120,0.004107115779501887,2349.6
121,0.004066475437810788,2369.1
122,0.0039845106944155235,2388.2
123,0.004003627300978853,2407.8
124,0.004013659393128294,2427.5
125,0.004109102913823265,2446.4
126,0.0038799134584573598,2466.0
127,0.0037455895843987283,2485.1
128,0.0038208526881554953,2504.7
129,0.00388708754370992,2524.5
130,0.003800233593210578,2543.4
131,0.003913076913270813,2562.7
132,0.003819162036793736,2582.0
133,0.003807748478049269,2601.5
134,0.0037723133985239727,2620.5
135,0.003822370278290831,2639.7
136,0.0039499079450391805,2659.1
137,0.00382475654164759,2678.1
138,0.003806226002052426,2697.7
139,0.003716041867692883,2716.9
140,0.0037213941319630696,2736.0
141,0.0036673753844717375,2755.2
142,0.003794067191819732,2774.8
143,0.0037002981103097018,2794.4
144,0.0036958501029473083,2813.6
145,0.0037319209498281663,2832.9
146,0.0037127376534044744,2852.0
147,0.003532086036956081,2871.5
148,0.003648120086066998,2890.5
149,0.0036102393785348305,2910.0
150,0.0036558078422855873,2929.8
151,0.003732108070443456,2949.1
152,0.0036757156217040923,2968.4
153,0.003599232274035995,2988.2
154,0.003507022040251356,3007.6
155,0.0035696925022281134,3026.8
156,0.0035989050610134234,3046.2
157,0.0036871526963435687,3065.5
158,0.0036104999339351285,3084.8
159,0.0034448918564101826,3103.9
160,0.0036263090952371175,3123.2
161,0.0035800493644693723,3142.3
