epoch,loss,elapsed_s
162,0.0035387118346989154,3161.7
163,0.0034203989144701223,3181.1
164,0.0035446346092682618,3200.7
165,0.003462456686135668,3219.7
166,0.00348521859313433,3239.2
167,0.0037218258035584136,3258.2
168,0.003566071172603048,3277.3
169,0.003395215991454629,3296.3
170,0.003474044563392034,3315.8
171,0.0034686327553712405,3334.8
172,0.003460765554784582,3353.9
173,0.003604107077878255,3373.2
174,0.0034456360870255874,3392.9
175,0.0034577721837334907,3412.0
176,0.0034844802119410956,3431.2
177,0.0033412335762897363,3450.7
178,0.0033968027251271102,3469.7
179,0.00340926805152916,3488.8
180,0.0034513776978621117,3508.1
181,0.0035867559616095746,3527.2
182,0.003432424875119558,3546.7
183,0.0033575490009612762,3565.8
184,0.0034046617121650624,3585.4
185,0.0034008667302819397,3604.8
186,0.003490139773258796,3624.1
187,0.0032699433226998035,3643.3
188,0.0034789912617550446,3662.7
189,0.003384048269631771,3681.8
190,0.003252401822604812,3700.8
191,0.0033149326542535654,3720.4
192,0.0032146837598142717,3739.8
193,0.003457217416367852,3758.9
194,0.0032794379306813845,3778.2
195,0.003253318928182125,3797.2
196,0.003187942705475367,3816.5
197,0.003388438681856944,3836.4
198,0.0032338909052598936,3855.8
199,0.003180722716765908,3874.8
200,0.003180039992842537,3894.0
201,0.003273045300291135,3913.2
202,0.0032105486625089094,3932.4
203,0.003343298751860857,3952.1
204,0.0031967482565400693,3971.2
205,0.003244642662600829,3990.3
206,0.003220509300724818,4009.5
207,0.0031619025143579797,4028.6
208,0.003085230620434651,4047.9
209,0.003148969886108087,4066.9
210,0.0031178494091503896,4086.1
211,0.0032063170049626095,4105.2
212,0.0031040399514425257,4124.2
213,0.0030286541781746426,4143.4
214,0.0031071735474352655,4162.5
215,0.0031169188459618732,4181.7
216,0.0029958670851416313,4200.8
217,0.0031023095899189892,4219.9
218,0.0029885318918296926,4239.2
219,0.0030444612440008382,4258.4
220,0.003057627365566217,4278.3
221,0.003034509173952616,4297.7
222,0.00297329778281542,4316.8
223,0.0031158813884338507,4336.6
224,0.002994399990599889,4355.8
225,0.0029803677354581083,4375.3
226,0.003035115561662958,4394.6
227,0.002950113624907457,4414.2
228,0.0029287297708483844,4433.2
229,0.0029543250190237394,4452.6
230,0.0029499781640389793,4472.3
231,0.0029323873539956716,4491.6
232,0.00305677864772196,4511.0
233,0.0030177908519712776,4530.5
234,0.002912421137667619,4549.6
235,0.0028950007059253178,4569.2
236,0.002955728189016764,4588.3
237,0.002989013192172234,4608.0
238,0.0029461706737772776,4627.4
239,0.0029128377576573537,4646.8
240,0.0029131759638683155,4666.1
241,0.002896339328099902,4685.1
242,0.0028302834691623082,4704.3
243,0.0029062942780840855,4723.5
244,0.0029530529255190723,4743.1
245,0.0029585239943116905,4762.6
246,0.0029515670899015207,4781.9
247,0.002988601214467333,4801.1
248,0.0029323328178949082,4820.0
249,0.002787393535702274,4838.9
250,0.00285879926254543,4858.0
